customer_id,month_number,bill_amount,pay_amount,payment_status
14136,2,105652,52090,-1
14137,2,0,0,-2
14138,2,-720,0,0
14139,2,49198,2021,0
14140,2,780,0,-1
14141,2,20643,19000,2
14142,2,11503,1209,0
14143,2,68751,2215,0
14144,2,50654,2062,0
14145,2,102052,13151,0
14146,2,49176,10041,0
14147,2,390,0,-1
14148,2,88758,4044,0
14149,2,17469,1576,2
14150,2,2004,45408,-1
14151,2,46565,1906,2
14152,2,1683,2924,2
14153,2,60172,3034,0
14154,2,3120,2549,0
14155,2,78315,4000,0
14156,2,0,390,-1
14157,2,39565,3000,0
14158,2,33140,1300,0
14159,2,90,90,-1
14160,2,5337,5511,-1
14161,2,4000,1000,-1
14162,2,10386,0,3
14163,2,18705,1200,2
14164,2,16977,2000,0
14165,2,119171,6000,0
14166,2,209873,10000,0
14167,2,6780,390,0
14168,2,1042,1042,-1
14169,2,28384,1427,0
14170,2,7111,0,2
14171,2,62782,2500,0
14172,2,49411,1285,0
14173,2,2035,124500,0
14174,2,799,0,-1
14175,2,33288,0,2
14176,2,50001,62646,-2
14177,2,29503,1737,0
14178,2,442,444,-1
14179,2,-2364,0,1
14180,2,147474,120000,0
14181,2,0,6244,-2
14182,2,127457,9496,0
14183,2,127595,4000,0
14184,2,91782,6052,0
14185,2,0,35660,-1
14186,2,0,70010,-2
14187,2,118818,5900,0
14188,2,40529,3211,-1
14189,2,31319,1303,0
14190,2,9000,13358,0
14191,2,20486,1400,0
14192,2,754,1800,-1
14193,2,7744,6997,0
14194,2,46929,1500,0
14195,2,357516,10126,0
14196,2,740,740,-2
14197,2,17907,1139,0
14198,2,23524,5,-1
14199,2,49738,1906,-1
14200,2,6472,80000,-1
14201,2,18912,0,2
14202,2,181556,0,0
14203,2,22938,1000,0
14204,2,125756,6000,0
14205,2,3285,0,-1
14206,2,139270,5100,0
14207,2,16961,3258,0
14208,2,2132,1667,-1
14209,2,38036,1640,0
14210,2,10306,22263,-2
14211,2,95655,2127,0
14212,2,65185,2000,0
14213,2,48742,2000,0
14214,2,12776,1000,-1
14215,2,0,0,-1
14216,2,0,0,-1
14217,2,65184,5700,0
14218,2,65918,3000,0
14219,2,2290,2292,-1
14220,2,8871,1164,0
14221,2,45669,2000,2
14222,2,8647,1141,0
14223,2,30786,0,0
14224,2,18250,0,0
14225,2,2758,1397,-1
14226,2,1050,0,2
14227,2,16424,1400,2
14228,2,2995,2419,-1
14229,2,371,0,-2
14230,2,17636,2000,0
14231,2,69923,2350,0
14232,2,84962,2145,2
14233,2,14457,2000,0
14234,2,49042,2327,2
14235,2,19142,20000,0
14236,2,1995,0,0
14237,2,80225,10268,0
14238,2,628,6290,-1
14239,2,37283,20006,0
14240,2,20650,1424,0
14241,2,7358,11807,-1
14242,2,2800,1400,-2
14243,2,64042,3000,0
14244,2,28033,10006,0
14245,2,2400,0,2
14246,2,119970,3000,0
14247,2,99119,5900,0
14248,2,0,0,0
14249,2,1413,14123,-1
14250,2,64803,2803,0
14251,2,227123,38142,-1
14252,2,96265,1500,0
14253,2,688,6495,-1
14254,2,80382,2800,0
14255,2,45429,1617,2
14256,2,34322,3000,0
14257,2,10387,2982,-1
14258,2,57334,1502,0
14259,2,6045,1550,2
14260,2,-10,400,-1
14261,2,18505,1008,0
14262,2,390,390,-1
14263,2,390,390,-1
14264,2,10655,1659,0
14265,2,68650,1604,0
14266,2,102327,5000,0
14267,2,271080,40504,0
14268,2,-5,0,-1
14269,2,636,0,2
14270,2,56182,10043,0
14271,2,326,326,-1
14272,2,31055,3000,0
14273,2,61336,4500,0
14274,2,168701,8000,0
14275,2,222220,10050,0
14276,2,440304,14783,0
14277,2,7976,1149,0
14278,2,18342,0,2
14279,2,25440,28293,0
14280,2,735,419,-1
14281,2,131306,0,2
14282,2,43770,1724,0
14283,2,70601,2500,0
14284,2,52856,11978,-1
14285,2,8689,3001,0
14286,2,25980,10460,0
14287,2,3554,4792,-1
14288,2,179349,1500,0
14289,2,35006,0,2
14290,2,208827,7414,0
14291,2,48527,2000,0
14292,2,6354,6849,-1
14293,2,8044,917,0
14294,2,0,0,-2
14295,2,1650,0,2
14296,2,1606,4,-1
14297,2,281970,16346,0
14298,2,16849,1110,0
14299,2,27442,3500,0
14300,2,67397,3800,2
14301,2,389039,11939,0
14302,2,47179,1289,0
14303,2,0,50307,-2
14304,2,9315,10000,0
14305,2,56259,4731,0
14306,2,1564,0,-1
14307,2,3366,2684,-1
14308,2,207479,10000,0
14309,2,18676,9429,-2
14310,2,30617,2000,0
14311,2,75297,3000,0
14312,2,390,390,-1
14313,2,0,0,-2
14314,2,56619,1500,0
14315,2,49484,2000,2
14316,2,50527,2000,0
14317,2,15503,3000,0
14318,2,5305,1007,-1
14319,2,18948,2001,0
14320,2,194111,6000,0
14321,2,16474,1000,0
14322,2,35797,1683,0
14323,2,5049,499,0
14324,2,18769,1200,0
14325,2,30576,1900,0
14326,2,38973,1200,0
14327,2,-204,3600,-1
14328,2,15509,535,2
14329,2,1086,731,-1
14330,2,150,0,2
14331,2,11713,500,2
14332,2,11356,25458,-1
14333,2,69632,20121,0
14334,2,3057,0,2
14335,2,105332,3000,0
14336,2,1466,3273,-1
14337,2,80828,3100,0
14338,2,-270,100000,-2
14339,2,48292,1000,0
14340,2,250,79,-1
14341,2,19607,2500,2
14342,2,452,0,-1
14343,2,2181,21100,-1
14344,2,249687,6850,0
14345,2,6369,1200,0
14346,2,28031,1068,2
14347,2,12641,15384,-1
14348,2,19670,2000,0
14349,2,6186,2208,-1
14350,2,-15,0,-2
14351,2,29094,1200,0
14352,2,1550,1,-1
14353,2,390,370,-1
14354,2,24826,1200,0
14355,2,19637,2000,2
14356,2,268163,0,2
14357,2,162774,6502,0
14358,2,13573,13876,-1
14359,2,130020,15103,0
14360,2,96920,3507,0
14361,2,206000,0,0
14362,2,187637,8700,0
14363,2,2645,1000,0
14364,2,20650,0,0
14365,2,17829,65,-1
14366,2,89149,3325,0
14367,2,0,582,-1
14368,2,93461,4000,2
14369,2,-2400,0,-2
14370,2,168938,2253,0
14371,2,105184,6018,0
14372,2,36350,3000,0
14373,2,50816,1572,0
14374,2,1050,0,-1
14375,2,46869,0,0
14376,2,969,2243,-1
14377,2,19149,5229,2
14378,2,178194,6005,0
14379,2,42650,4000,0
14380,2,39217,1972,0
14381,2,1898,850,-1
14382,2,13171,20015,-1
14383,2,3271,798,0
14384,2,58261,595,-2
14385,2,22972,18002,-2
14386,2,47331,2000,2
14387,2,10499,16494,-2
14388,2,70,0,-2
14389,2,46696,1123,0
14390,2,17875,26299,0
14391,2,42594,1600,0
14392,2,3563,2786,0
14393,2,8788,0,2
14394,2,12843,1227,2
14395,2,113464,3000,0
14396,2,1105,2690,-1
14397,2,38901,900,0
14398,2,15449,0,2
14399,2,35776,3072,0
14400,2,13883,19441,-1
14401,2,31996,1546,0
14402,2,780,0,-1
14403,2,7064,1200,0
14404,2,174650,123514,-2
14405,2,44742,2805,0
14406,2,26726,1016,0
14407,2,27803,1000,0
14408,2,15570,1577,0
14409,2,35409,1601,0
14410,2,3569,1737,-1
14411,2,5792,500,3
14412,2,2749,5674,-2
14413,2,2716,1000,-1
14414,2,0,0,-2
14415,2,22031,18,2
14416,2,74826,3200,0
14417,2,6728,1130,0
14418,2,7381,2691,-1
14419,2,21152,0,2
14420,2,-420,1937,-1
14421,2,1261,390,-1
14422,2,316,316,-1
14423,2,0,0,0
14424,2,21647,15,-1
14425,2,113139,10100,0
14426,2,9911,12149,-1
14427,2,2516,181,-1
14428,2,0,0,-2
14429,2,1050,0,2
14430,2,184401,7500,0
14431,2,9156,1079,0
14432,2,131352,4734,0
14433,2,92682,13265,0
14434,2,45187,1400,0
14435,2,8322,1400,2
14436,2,121588,5000,0
14437,2,28233,1612,0
14438,2,18965,1500,0
14439,2,7314,2970,-1
14440,2,30190,0,3
14441,2,0,12493,-2
14442,2,253126,9090,0
14443,2,0,0,-2
14444,2,8358,2620,-1
14445,2,430538,15049,0
14446,2,57786,2500,2
14447,2,63774,5500,0
14448,2,45147,1800,0
14449,2,150366,6000,0
14450,2,105960,4188,0
14451,2,108635,6000,0
14452,2,390,780,-1
14453,2,49579,1304,0
14454,2,11,0,-1
14455,2,1473,1863,-1
14456,2,98351,4500,0
14457,2,82679,4000,0
14458,2,6805,1128,0
14459,2,14469,1200,0
14460,2,129846,7124,0
14461,2,0,0,-2
14462,2,1003,0,-1
14463,2,45005,1500,0
14464,2,6138,19629,0
14465,2,70837,2000,0
14466,2,1261,390,-1
14467,2,15571,9100,-1
14468,2,24360,3000,2
14469,2,34169,5000,0
14470,2,113702,4300,0
14471,2,2500,0,2
14472,2,88702,3300,2
14473,2,0,500,-1
14474,2,50802,1305,0
14475,2,107572,4244,0
14476,2,1520,3553,-2
14477,2,0,0,-1
14478,2,8515,1500,0
14479,2,27368,5026,0
14480,2,0,0,-2
14481,2,47359,1500,0
14482,2,6509,0,-1
14483,2,29118,1469,0
14484,2,7499,1000,2
14485,2,197438,9000,0
14486,2,16806,2251,2
14487,2,36002,3900,0
14488,2,52445,2000,0
14489,2,39947,5000,0
14490,2,78993,23,2
14491,2,0,0,-2
14492,2,111674,4230,0
14493,2,110884,3210,0
14494,2,100502,2960,0
14495,2,148872,5245,0
14496,2,6329,22236,-1
14497,2,26382,1500,0
14498,2,69842,3000,0
14499,2,44917,17213,0
14500,2,47076,3000,2
14501,2,211417,0,0
14502,2,4330,1000,0
14503,2,111189,3004,0
14504,2,15373,2588,0
14505,2,68747,3372,0
14506,2,24507,1800,0
14507,2,10004,1139,0
14508,2,6699,2000,0
14509,2,15491,1068,0
14510,2,27620,2000,2
14511,2,8761,0,2
14512,2,58665,170119,-1
14513,2,1000,0,-1
14514,2,261444,580464,-2
14515,2,9228,1300,0
14516,2,42573,30128,0
14517,2,46330,3204,0
14518,2,84140,3881,0
14519,2,4078,0,2
14520,2,1685,1485,-1
14521,2,11376,11004,-1
14522,2,1598,0,-1
14523,2,7453,1114,0
14524,2,9739,17751,-1
14525,2,276,0,-2
14526,2,169073,5900,0
14527,2,101446,1429,0
14528,2,511,1,-1
14529,2,97341,3201,0
14530,2,216824,6900,0
14531,2,9331,3222,0
14532,2,14244,1600,0
14533,2,9549,1968,-1
14534,2,13222,3000,0
14535,2,52379,0,0
14536,2,-167,0,-1
14537,2,0,0,-2
14538,2,5529,1111,0
14539,2,98728,2515,0
14540,2,0,2428,-2
14541,2,30155,2000,0
14542,2,53997,0,2
14543,2,28436,3100,0
14544,2,143816,4800,0
14545,2,80390,3000,0
14546,2,48790,1234,0
14547,2,126720,5000,2
14548,2,3386,4482,0
14549,2,5932,1012,0
14550,2,790,1230,-1
14551,2,5524,2000,0
14552,2,104122,3842,2
14553,2,390,390,-1
14554,2,555086,18000,0
14555,2,77902,2104,0
14556,2,143801,4707,0
14557,2,179866,5653,0
14558,2,171592,8051,0
14559,2,24499,2150,0
14560,2,16128,2008,0
14561,2,161498,5045,0
14562,2,291,1131,-1
14563,2,46712,0,3
14564,2,11552,0,0
14565,2,425268,120063,0
14566,2,11564,7104,-1
14567,2,179769,3000,2
14568,2,15819,11584,-1
14569,2,77078,2000,0
14570,2,5461,1000,2
14571,2,27703,43947,-1
14572,2,29462,1288,0
14573,2,130525,2584,0
14574,2,8790,5000,0
14575,2,1251,400,-1
14576,2,-3,1003,-2
14577,2,107422,0,2
14578,2,88801,3000,0
14579,2,0,0,-1
14580,2,17780,1500,0
14581,2,46396,3000,0
14582,2,21121,0,2
14583,2,116355,5000,0
14584,2,0,0,2
14585,2,569,1769,-1
14586,2,0,0,-2
14587,2,638,0,-1
14588,2,88288,3107,0
14589,2,321476,0,5
14590,2,-2002,0,-1
14591,2,18944,1096,0
14592,2,3075,0,-1
14593,2,12386,2063,0
14594,2,81615,0,0
14595,2,5928,3000,-1
14596,2,100459,300,0
14597,2,49595,0,0
14598,2,54183,3000,0
14599,2,53165,3000,0
14600,2,1924,11855,-2
14601,2,30766,0,2
14602,2,14926,9942,-1
14603,2,47963,1304,0
14604,2,148090,4900,0
14605,2,253682,11000,0
14606,2,7915,2465,0
14607,2,139439,6000,0
14608,2,0,0,0
14609,2,94921,53796,-1
14610,2,34622,1500,0
14611,2,385,11615,0
14612,2,96903,2338,0
14613,2,25555,1500,0
14614,2,81617,4000,0
14615,2,142,0,2
14616,2,-200,199872,-2
14617,2,0,1470,-2
14618,2,29137,25000,-1
14619,2,6020,5000,0
14620,2,3482,1000,2
14621,2,0,31568,-1
14622,2,60857,27056,-1
14623,2,38842,2000,0
14624,2,28102,2700,2
14625,2,110794,3000,0
14626,2,0,0,0
14627,2,264,264,-1
14628,2,20252,3008,0
14629,2,25607,2000,0
14630,2,117168,15000,0
14631,2,9239,1600,2
14632,2,4815,61349,-1
14633,2,19001,2276,0
14634,2,51981,0,4
14635,2,147023,4600,0
14636,2,92131,4300,0
14637,2,5750,200,-1
14638,2,9625,1801,0
14639,2,0,0,-2
14640,2,1050,170,-1
14641,2,1428,600,-2
14642,2,17261,1000,0
14643,2,0,0,-2
14644,2,0,0,-2
14645,2,22693,0,0
14646,2,17191,0,0
14647,2,20319,0,2
14648,2,27137,2000,0
14649,2,2318,22000,-1
14650,2,167453,6800,2
14651,2,380,1552,-1
14652,2,7445,0,-1
14653,2,15390,0,2
14654,2,7542,2226,-1
14655,2,0,0,-1
14656,2,6837,1000,2
14657,2,19742,1600,0
14658,2,390,390,-1
14659,2,14777,1200,0
14660,2,1496,1496,-1
14661,2,18804,1200,0
14662,2,216,3858,-1
14663,2,31313,8853,-1
14664,2,5483,990,-1
14665,2,13864,1600,0
14666,2,16605,3000,0
14667,2,27002,82271,-1
14668,2,55348,2047,0
14669,2,390,170,-2
14670,2,47918,1700,0
14671,2,38918,29000,-1
14672,2,0,0,-2
14673,2,990,0,-1
14674,2,700,700,-1
14675,2,16731,1600,0
14676,2,52795,1000,0
14677,2,43570,2100,0
14678,2,101878,3990,0
14679,2,0,2343,-1
14680,2,6875,5129,-1
14681,2,33463,2000,0
14682,2,45021,5040,0
14683,2,48045,400,0
14684,2,6920,1000,0
14685,2,0,390,-1
14686,2,5645,11742,-2
14687,2,780,0,-2
14688,2,51030,1320,0
14689,2,54254,24145,0
14690,2,28496,3005,0
14691,2,50174,2000,0
14692,2,12272,2500,2
14693,2,90486,0,2
14694,2,104108,4516,0
14695,2,23694,11000,0
14696,2,29299,200,2
14697,2,91558,5000,0
14698,2,2500,0,2
14699,2,103523,2083,0
14700,2,2755,1380,-1
14701,2,18361,1000,-1
14702,2,152331,3258,0
14703,2,1443,2886,-1
14704,2,66864,2003,0
14705,2,10858,0,0
14706,2,1186,0,-1
14707,2,36546,1500,2
14708,2,21356,2500,2
14709,2,59038,0,2
14710,2,112344,26834,0
14711,2,2774,0,-2
14712,2,8287,1300,2
14713,2,4856,4353,-2
14714,2,1831,13745,-1
14715,2,37561,1783,0
14716,2,94471,3155,0
14717,2,63354,2300,0
14718,2,17550,4476,0
14719,2,95336,0,2
14720,2,57953,20469,-1
14721,2,3506,10859,2
14722,2,32301,74198,-1
14723,2,42719,1300,2
14724,2,15260,6914,-2
14725,2,54571,2004,0
14726,2,25352,1789,0
14727,2,267453,20326,0
14728,2,111750,3912,0
14729,2,66128,0,0
14730,2,95991,2010,0
14731,2,45758,3028,0
14732,2,86398,3000,0
14733,2,117152,0,0
14734,2,11069,1201,0
14735,2,394,390,-1
14736,2,2986,97353,-1
14737,2,41742,3306,0
14738,2,55115,10013,0
14739,2,259740,25099,0
14740,2,91270,3000,0
14741,2,0,0,-2
14742,2,8635,0,-1
14743,2,128111,12137,0
14744,2,29004,134011,0
14745,2,56983,4000,0
14746,2,750,0,-1
14747,2,518,2784,-1
14748,2,47413,2011,0
14749,2,14310,980,-1
14750,2,11432,12824,-1
14751,2,0,0,0
14752,2,5965,0,3
14753,2,84387,5000,-1
14754,2,169,1261,-1
14755,2,65905,2000,0
14756,2,1261,69054,-1
14757,2,182361,8500,0
14758,2,29938,1748,0
14759,2,10237,14580,-1
14760,2,-524,3740,-1
14761,2,16882,1500,0
14762,2,3000,0,-1
14763,2,144637,6382,0
14764,2,197466,0,2
14765,2,55235,2000,0
14766,2,50588,1408,0
14767,2,3469,1791,-2
14768,2,4390,1016,-1
14769,2,200426,7784,-2
14770,2,192058,6700,0
14771,2,766,766,-2
14772,2,2818,1000,0
14773,2,11387,1300,0
14774,2,2205,0,-2
14775,2,71014,3046,0
14776,2,60932,1680,2
14777,2,99297,5000,0
14778,2,19612,3000,0
14779,2,70954,1914,0
14780,2,26287,1620,0
14781,2,12171,0,-1
14782,2,48469,2200,0
14783,2,13291,1500,0
14784,2,33785,4905,-2
14785,2,0,0,-2
14786,2,4871,3100,0
14787,2,20232,1400,0
14788,2,226716,118640,0
14789,2,200,0,2
14790,2,12667,1055,-1
14791,2,6874,1285,0
14792,2,-677,0,2
14793,2,338,98,-2
14794,2,6888,1000,2
14795,2,44565,3000,0
14796,2,7199,4442,0
14797,2,46760,1700,2
14798,2,182132,4364,0
14799,2,19598,402,0
14800,2,4542,1000,0
14801,2,1260,0,-1
14802,2,354,134,-1
14803,2,108669,5500,2
14804,2,0,0,-1
14805,2,66781,2188,0
14806,2,16715,2200,2
14807,2,522309,20137,0
14808,2,31189,4,3
14809,2,326,526,-1
14810,2,55244,5000,0
14811,2,8837,0,0
14812,2,1308,1662,-1
14813,2,4116,1237,0
14814,2,0,0,-1
14815,2,318,725,-1
14816,2,6959,887,-1
14817,2,98506,4000,0
14818,2,600,0,-1
14819,2,19686,4000,-1
14820,2,302561,1514,0
14821,2,28682,0,2
14822,2,17695,44,0
14823,2,0,0,-1
14824,2,5923,5601,-1
14825,2,15835,2000,0
14826,2,1795,3618,0
14827,2,45978,5,0
14828,2,58567,22004,-1
14829,2,37441,1510,0
14830,2,75970,3574,0
14831,2,8565,2008,0
14832,2,16311,1000,0
14833,2,40232,2000,0
14834,2,42397,2200,0
14835,2,126591,20038,0
14836,2,77711,2747,0
14837,2,183,1699,-1
14838,2,320704,11684,0
14839,2,-4,1882,-1
14840,2,3962,2000,0
14841,2,3580,5,0
14842,2,143650,0,0
14843,2,4269,0,3
14844,2,0,0,-2
14845,2,14858,28222,-1
14846,2,69352,3000,0
14847,2,0,0,-2
14848,2,149570,4500,0
14849,2,113851,4000,0
14850,2,5959,1000,-2
14851,2,2300,7104,-1
14852,2,1452,4091,-2
14853,2,4177,7447,-1
14854,2,215887,10000,0
14855,2,3552,0,0
14856,2,24501,1245,-1
14857,2,1508,1409,-1
14858,2,5691,6000,2
14859,2,390,650,2
14860,2,10621,15685,-1
14861,2,76697,0,3
14862,2,2550,0,2
14863,2,32888,1500,0
14864,2,3182,1512,-1
14865,2,0,0,-2
14866,2,18282,1600,0
14867,2,198147,7529,0
14868,2,102039,0,0
14869,2,20343,2386,0
14870,2,0,390,-1
14871,2,4982,15800,2
14872,2,3188,15106,-1
14873,2,447,318,-1
14874,2,9059,1000,2
14875,2,128882,1000,0
14876,2,0,0,-2
14877,2,45607,3000,0
14878,2,53382,0,0
14879,2,28151,1500,0
14880,2,68005,3000,0
14881,2,113572,4500,2
14882,2,31713,21220,2
14883,2,2976,44591,-1
14884,2,12897,0,2
14885,2,513,1531,-1
14886,2,2930,2228,-1
14887,2,0,0,-2
14888,2,8559,11,-1
14889,2,0,0,-2
14890,2,6887,1757,0
14891,2,33508,5000,0
14892,2,2550,0,2
14893,2,192920,7722,0
14894,2,23953,0,2
14895,2,59205,2850,0
14896,2,149267,5012,0
14897,2,27577,1749,0
14898,2,75615,3000,2
14899,2,0,0,-2
14900,2,27254,10021,0
14901,2,1582,0,2
14902,2,616,450,-2
14903,2,130905,10000,0
14904,2,9509,9046,0
14905,2,43899,2000,0
14906,2,26691,1494,0
14907,2,17212,0,0
14908,2,176718,9000,0
14909,2,1188,0,-1
14910,2,19595,1598,0
14911,2,105687,5197,0
14912,2,63650,7117,0
14913,2,8223,0,-1
14914,2,1340,9794,-1
14915,2,200,0,2
14916,2,226498,7046,0
14917,2,73565,6000,0
14918,2,0,0,-2
14919,2,5205,2773,-1
14920,2,5552,64657,-1
14921,2,7025,1189,-1
14922,2,98632,4126,0
14923,2,9889,700,2
14924,2,0,0,-2
14925,2,223180,20000,0
14926,2,159118,6600,0
14927,2,35000,44884,-1
14928,2,780,0,2
14929,2,17376,3000,0
14930,2,0,0,-2
14931,2,162791,7536,0
14932,2,1918,1194,-1
14933,2,10870,2000,2
14934,2,21960,5000,0
14935,2,41878,2100,0
14936,2,99466,5000,0
14937,2,77959,3700,0
14938,2,73859,3400,0
14939,2,180576,5808,0
14940,2,37647,371,-1
14941,2,25894,1717,0
14942,2,77726,3400,2
14943,2,189,651,-1
14944,2,18456,1267,0
14945,2,15618,4699,-1
14946,2,39159,2000,0
14947,2,69311,2775,0
14948,2,30479,0,0
14949,2,7682,47221,0
14950,2,0,780,-1
14951,2,2487,0,2
14952,2,49244,82,2
14953,2,0,0,-2
14954,2,4417,1058,-1
14955,2,16533,0,2
14956,2,24726,1500,0
14957,2,18387,1600,0
14958,2,291,291,-1
14959,2,26763,2000,0
14960,2,10167,1200,0
14961,2,73282,2671,0
14962,2,31130,0,0
14963,2,44639,1644,0
14964,2,113515,5000,0
14965,2,4656,2000,-1
14966,2,49402,1000,0
14967,2,86473,3022,0
14968,2,9217,1303,0
14969,2,4019,2500,-1
14970,2,1359,316,-1
14971,2,51524,1400,0
14972,2,7052,2000,2
14973,2,0,1187,0
14974,2,2395,0,2
14975,2,65585,2051,-1
14976,2,0,0,0
14977,2,27652,1000,2
14978,2,1686,824,-1
14979,2,1759,1759,-1
14980,2,21793,1506,0
14981,2,29276,150,2
14982,2,1086,316,-1
14983,2,6607,4005,0
14984,2,31619,2081,0
14985,2,10633,3260,-2
14986,2,18944,1033,0
14987,2,16592,2000,2
14988,2,266160,10000,0
14989,2,41805,1709,0
14990,2,1278,4045,-1
14991,2,34775,142848,2
14992,2,1593,2015,-1
14993,2,674,0,-1
14994,2,134296,5564,-2
14995,2,49740,780,0
14996,2,3068,0,-1
14997,2,55208,3000,0
14998,2,39137,44447,0
14999,2,46053,2100,0
15000,2,40142,1987,0
15001,2,33542,1175,0
15002,2,78236,4176,0
15003,2,25743,1500,0
15004,2,492,493,-1
15005,2,119103,6843,0
15006,2,63036,2459,2
15007,2,1780,0,-2
15008,2,126941,3017,0
15009,2,21845,0,3
15010,2,47924,2200,2
15011,2,74758,5500,0
15012,2,47420,2500,2
15013,2,0,7609,0
15014,2,16803,0,4
15015,2,328323,13014,0
15016,2,49550,2743,0
15017,2,30406,3600,2
15018,2,9620,1000,0
15019,2,35503,4000,0
15020,2,3141,590,-2
15021,2,9423,3000,2
15022,2,47269,2767,0
15023,2,19751,1700,0
15024,2,49464,3007,0
15025,2,15843,3000,2
15026,2,76786,3003,0
15027,2,1815,0,-1
15028,2,72418,3814,0
15029,2,5178,61883,0
15030,2,106004,5000,0
15031,2,150565,5026,2
15032,2,959,1072,-2
15033,2,12309,0,0
15034,2,115764,5000,2
15035,2,38730,13000,0
15036,2,0,0,-2
15037,2,1368,14111,-2
15038,2,72277,7000,0
15039,2,8418,3000,0
15040,2,82768,1584,0
15041,2,22341,1389,0
15042,2,4368,10678,-2
15043,2,1156,1728,-1
15044,2,99964,5000,0
15045,2,28804,20000,0
15046,2,0,0,-1
15047,2,28699,1759,0
15048,2,16117,1363,0
15049,2,14544,528,-1
15050,2,2491,2000,-1
15051,2,7121,11000,-1
15052,2,75891,3200,0
15053,2,322808,81256,2
15054,2,15650,1300,0
15055,2,172332,8000,0
15056,2,135286,6600,0
15057,2,8790,0,3
15058,2,162,155,-2
15059,2,155392,5000,0
15060,2,64688,3002,0
15061,2,19805,1000,0
15062,2,7692,2257,0
15063,2,69237,3100,2
15064,2,6214,1628,-1
15065,2,800,437,-2
15066,2,90090,68753,0
15067,2,390237,15581,0
15068,2,0,7799,-1
15069,2,146368,101585,0
15070,2,2720,98,-2
15071,2,7717,1400,0
15072,2,108073,6307,2
15073,2,314,291,2
15074,2,90999,5000,0
15075,2,44206,2109,0
15076,2,185853,7001,0
15077,2,15237,1000,3
15078,2,34770,1000,0
15079,2,2981,12173,0
15080,2,245,141,-2
15081,2,15785,154653,-1
15082,2,121113,4200,0
15083,2,92152,3838,0
15084,2,8860,4866,-2
15085,2,77582,3000,0
15086,2,29318,3012,0
15087,2,149124,0,2
15088,2,0,0,-2
15089,2,18555,1096,2
15090,2,157941,5187,0
15091,2,0,0,-2
15092,2,124530,6000,0
15093,2,5752,5028,-2
15094,2,66897,2324,0
15095,2,1644,1020,2
15096,2,0,0,-2
15097,2,14800,2000,0
15098,2,222699,9500,0
15099,2,0,0,-2
15100,2,22469,0,-2
15101,2,131966,6036,0
15102,2,1099,6353,-1
15103,2,26441,1500,2
15104,2,163177,6000,0
15105,2,274731,11000,0
15106,2,0,0,-2
15107,2,11997,5874,-1
15108,2,5854,1032,-2
15109,2,95170,3700,0
15110,2,220847,9400,2
15111,2,18217,3000,2
15112,2,19170,3008,2
15113,2,2482,0,-2
15114,2,0,0,-2
15115,2,46836,1982,0
15116,2,45063,1973,0
15117,2,49387,1638,0
15118,2,49942,1500,2
15119,2,369909,13603,0
15120,2,10143,900,2
15121,2,275773,11001,0
15122,2,47824,1948,0
15123,2,3943,1443,-1
15124,2,316,316,-1
15125,2,205873,10000,0
15126,2,197441,6710,0
15127,2,146635,6100,2
15128,2,74658,2500,0
15129,2,16604,1335,2
15130,2,-1390,133122,-2
15131,2,18975,1318,0
15132,2,47744,0,0
15133,2,17380,20341,-2
15134,2,16135,234000,0
15135,2,42858,2126,0
15136,2,103662,3000,0
15137,2,135184,6586,2
15138,2,15029,40,-2
15139,2,2395,0,2
15140,2,425895,16284,0
15141,2,50690,5600,0
15142,2,1211,2455,-1
15143,2,19495,2004,0
15144,2,42863,2632,-2
15145,2,33705,2000,0
15146,2,140837,5300,0
15147,2,70828,7463,2
15148,2,8158,3538,-2
15149,2,0,0,-2
15150,2,279377,11000,0
15151,2,24025,1500,0
15152,2,80461,37,2
15153,2,26600,2006,2
15154,2,4388,0,0
15155,2,24394,2168,0
15156,2,199379,5001,0
15157,2,33549,1600,0
15158,2,49796,2100,0
15159,2,17363,3376,0
15160,2,69136,2000,2
15161,2,77526,3451,0
15162,2,30857,1800,0
15163,2,18988,2000,0
15164,2,3116,25885,0
15165,2,49102,1804,0
15166,2,43406,2016,0
15167,2,3473,10020,-1
15168,2,39660,1500,0
15169,2,49808,2150,0
15170,2,9197,1000,2
15171,2,17195,3181,0
15172,2,24612,1392,0
15173,2,27585,3564,0
15174,2,15904,0,0
15175,2,33476,1573,0
15176,2,4657,10967,-1
15177,2,83855,3000,0
15178,2,9412,1181,0
15179,2,29305,1536,0
15180,2,63869,2368,2
15181,2,48554,2000,0
15182,2,76660,2200,0
15183,2,7402,1144,0
15184,2,7327,3000,0
15185,2,17144,0,2
15186,2,9634,7,2
15187,2,55120,2000,0
15188,2,316,632,2
15189,2,12911,3000,0
15190,2,78892,3500,2
15191,2,300,0,2
15192,2,219085,7729,0
15193,2,49938,2500,0
15194,2,109604,5300,2
15195,2,12352,809,0
15196,2,316,316,-2
15197,2,120586,4500,0
15198,2,115115,9120,0
15199,2,103182,20000,0
15200,2,37528,2000,0
15201,2,75382,3350,0
15202,2,21957,3200,2
15203,2,2774,740,-2
15204,2,100,100,-2
15205,2,4909,3791,0
15206,2,5073,2230,0
15207,2,24336,3010,-1
15208,2,7169,1500,0
15209,2,78166,2508,0
15210,2,71783,3100,0
15211,2,390,944,-1
15212,2,8376,2420,0
15213,2,0,0,-2
15214,2,2862,1044,0
15215,2,0,0,-2
15216,2,2058,2164,-1
15217,2,2900,0,-1
