customer_id,risk_tier,default_next_month,avg_utilization,utilization_trend,on_time_months,max_delinquency,delinquency_drift,consecutive_delays,payment_ratio,balance_volatility,credit_limit,risk_score,default_risk_score
22326,Medium Risk,1,0.9282666666666666,0.0177257142857143,6,0,0,0,0.0750142135368528,1163.2678109532646,30000,0.7175584,0.7175584
16509,Low Risk,0,0.1847916666666666,-0.0202614285714285,6,0,1,0,0.1849065656079169,1335.0324964833878,20000,0.7175224,0.7175224
2044,Medium Risk,1,0.6174033333333333,0.0180794285714285,6,0,0,0,0.0444231362127925,1700.6772082516618,50000,0.71738225,0.71738225
10793,Medium Risk,1,0.7458966666666668,0.0220354285714285,5,2,2,1,0.0496144827198409,4301.770550211467,100000,0.7173487,0.7173487
20953,Medium Risk,1,0.7060333333333334,0.0698114285714285,6,0,0,0,0.1278380723265195,1364.9066878972592,10000,0.7173433,0.7173433
5848,Medium Risk,0,0.0002083333333333,0.0001785714285714,5,1,3,1,0.2222222222222222,61.237243569579455,120000,0.7173035,0.7173035
12629,High Risk,0,1.3563318181818182,-0.1185264935064935,5,2,2,1,0.0412706139852616,57526.72513797392,110000,0.7172907,0.7172907
1065,High Risk,1,1.0060333333333331,0.0085504761904762,5,2,2,1,0.0462122350951791,615.9788957423785,30000,0.71726406,0.71726406
12427,Medium Risk,0,0.7445166666666666,0.0289819047619047,6,0,1,0,0.0661670128314744,1652.9626432560417,30000,0.71721023,0.71721023
24944,Medium Risk,1,0.6022777777777778,-0.0987177142857143,6,0,1,0,0.3833666077839124,32611.192923084964,150000,0.71720505,0.71720505
23423,Medium Risk,0,0.0123884057971014,-0.0060722981366459,3,2,3,2,1.8040185227752104,2841.767454713117,230000,0.7172031,0.7172031
8141,Medium Risk,0,0.8991833333333333,0.0586371428571428,6,0,0,0,0.0883879237730969,1179.5381158176565,10000,0.7172002,0.7172002
2612,Medium Risk,0,0.8004666666666668,-0.1281371428571428,6,0,0,0,0.0493411695413676,3934.6503105951697,10000,0.71713895,0.71713895
1861,Medium Risk,0,0.0547249999999999,0.0462728571428571,5,1,3,1,4.816048317821367,2573.741537140045,20000,0.7170851,0.7170851
7985,High Risk,0,0.9337722222222222,-0.0329628571428571,3,2,2,3,0.0217834139908391,2392.901955088563,30000,0.71707714,0.71707714
8234,Medium Risk,0,0.3223777777777778,0.0726661904761904,5,2,2,1,0.3749152851551334,18041.675594763,120000,0.71706563,0.71706563
4176,Low Risk,1,0.0514551724137931,0.0149422660098522,6,0,0,0,0.3384799381277824,8486.384766200505,290000,0.71699524,0.71699524
287,Medium Risk,0,0.2848968253968254,-0.009152925170068,5,2,2,1,0.039223455960695,6590.15057996907,210000,0.71687824,0.71687824
28299,Medium Risk,0,0.9169666666666668,-0.0108399999999999,6,0,0,0,0.0506090698072193,954.739126672831,30000,0.7168291,0.7168291
19130,Medium Risk,0,0.5291055555555556,-0.0261895238095238,4,2,2,2,0.0392323734074871,3915.558129649803,60000,0.7167387,0.7167387
20493,Low Risk,1,0.2305736111111111,-0.148905,6,0,1,0,0.2134818342730967,44489.47764322106,120000,0.71673495,0.71673495
8306,Medium Risk,1,0.9163166666666666,0.0360466666666666,5,2,2,1,0.0675568369195397,2392.4684114947054,30000,0.71673214,0.71673214
2929,Medium Risk,0,0.9247633333333332,0.0216131428571428,5,2,2,1,0.0410529308180712,2153.892050838822,50000,0.7167234,0.7167234
7573,Medium Risk,0,0.3702083333333333,0.0400257142857142,4,2,2,2,0.1236202869988266,3129.067315777445,40000,0.7166811,0.7166811
19907,Medium Risk,1,0.8246033333333332,-0.0484171428571428,4,2,2,2,0.0318677149651792,10030.96447340268,100000,0.716617,0.716617
1247,High Risk,1,0.490821568627451,0.0154406722689075,0,4,2,6,0.0499342883696842,5816.421225003109,170000,0.71660197,0.71660197
17188,High Risk,0,0.6195928571428572,0.0173506122448979,3,2,2,3,0.0507189246556222,2502.458211439304,70000,0.71657836,0.71657836
21502,Medium Risk,0,0.00143,0.0012257142857142,5,1,3,1,0.0971250971250971,175.13851660899724,50000,0.71649724,0.71649724
24581,Medium Risk,1,0.0062333333333333,0.0004514285714285,5,1,2,1,0.6250709626096255,1172.8191108038216,230000,0.71646345,0.71646345
2821,Medium Risk,0,0.6524722222222222,-0.2195247619047618,5,2,4,1,0.0269838414183941,15170.941360596798,30000,0.71640354,0.71640354
3918,Medium Risk,1,0.8385461538461537,-0.0870905494505494,6,0,0,0,0.0289055958362611,52698.24138621705,260000,0.71620315,0.71620315
13060,High Risk,0,0.63167,-0.2144348571428571,3,4,4,3,0.004745446565723,21412.673982947577,50000,0.7161903,0.7161903
19794,High Risk,0,0.35405,-0.0303866666666666,3,2,2,3,0.0765279089021405,4070.935666403978,60000,0.7161736,0.7161736
883,Medium Risk,0,0.745223188405797,-0.099152049689441,6,0,0,0,0.0343776392932901,46928.35500064611,230000,0.7160955,0.7160955
23236,Medium Risk,1,0.8539500000000001,-0.0576019047619047,6,0,0,0,0.0336918487044511,13594.034426909477,120000,0.7160364,0.7160364
26892,Medium Risk,1,0.7012814285714285,-0.1553119183673468,6,0,0,0,0.0390502480374436,104447.56907223834,350000,0.7159061,0.7159061
26089,High Risk,0,1.0012316666666667,-0.0030865714285714,5,2,2,1,0.094854858888689,1575.4640480400262,100000,0.71589446,0.71589446
5209,Medium Risk,0,0.6045866666666666,-0.0033245714285714,5,2,2,1,0.0556181706863238,589.6126412032451,50000,0.7158688,0.7158688
14212,Medium Risk,1,0.3160043859649122,-0.0129715789473684,5,2,2,1,0.0647777578584788,6388.221393053521,190000,0.715843,0.715843
21242,Medium Risk,1,0.1387729166666666,0.0107339285714285,5,2,2,1,0.1211723987739316,1730.868154039084,80000,0.7158028,0.7158028
16721,Medium Risk,1,0.5350333333333334,-0.0572457142857142,6,0,0,0,0.1430282561599129,11681.468155444618,80000,0.71577495,0.71577495
5718,Medium Risk,0,0.0040230769230769,0.0003017582417582,4,2,3,1,1.2531331141273163,485.48367634761934,260000,0.7157555,0.7157555
13141,Low Risk,0,0.0014173913043478,7.177076241743363e-20,6,-1,0,0,0.9989775051124744,0.0,230000,0.7157272,0.7157272
8184,Medium Risk,0,0.925659375,-0.0304594642857143,5,2,2,1,0.0401550879569893,10753.882736016792,160000,0.7157223,0.7157223
16350,Low Risk,1,0.0456031746031746,-0.0015469387755102,6,0,1,0,7.149569429423148,10187.03463558786,210000,0.7156816,0.7156816
2825,Low Risk,1,0.01019,-0.0023962857142857,6,-1,0,0,2.4570776498536264,1863.3709238903564,200000,0.71564126,0.71564126
14913,Medium Risk,1,0.0060196969696969,-0.0021599134199134,4,2,4,2,0.0140420721993253,3262.193295928369,330000,0.715527,0.715527
19985,Medium Risk,1,0.7958500000000001,-0.141432380952381,6,0,1,0,0.1272880900228563,16481.034482094867,60000,0.71551543,0.71551543
24953,Medium Risk,1,0.950761111111111,-0.0191285714285714,6,0,1,0,0.190701915602798,2168.568783014887,30000,0.71548676,0.71548676
5040,Medium Risk,1,0.0042978260869565,0.0027963975155279,5,1,3,1,0.2294826814356245,1417.3377508554552,230000,0.7154704,0.7154704
11652,Medium Risk,0,-0.0072371794871794,-0.0001703296703296,5,1,3,1,0.0,63.27848502189877,130000,0.7153725,0.7153725
7022,Medium Risk,0,0.7027825396825397,-0.0782364625850339,6,0,0,0,0.1698225898298599,31736.774188103405,210000,0.7153443,0.7153443
9076,Low Risk,1,0.0131305555555555,-0.0093750793650793,6,-1,1,0,0.1194713478611783,3735.479821923818,180000,0.7153127,0.7153127
26744,High Risk,0,0.8006366666666667,-0.1262508571428571,2,2,2,4,0.0870557717485425,27112.885989261023,100000,0.7152769,0.7152769
29932,Medium Risk,0,0.5024388888888889,-0.2398380952380952,6,0,0,0,0.0171263869379526,27378.9852015495,60000,0.7152521,0.7152521
16106,Medium Risk,1,0.388590909090909,-0.0068690909090909,4,2,2,2,0.0489132851777381,4339.680633410712,220000,0.715231,0.715231
1821,Low Risk,1,0.0060666666666666,0.0009971428571428,6,0,1,0,1.5333333333333332,603.3705329231782,120000,0.7151804,0.7151804
28933,Medium Risk,1,0.005775,-0.0007071428571428,5,2,3,1,0.8964646464646465,298.0979704727961,80000,0.71512246,0.71512246
20820,Low Risk,1,0.0534009803921568,-0.0243833613445378,6,0,1,0,1.7812796579584933,8891.002899935793,170000,0.71504563,0.71504563
15210,High Risk,0,0.9067666666666668,-0.067262857142857,2,2,2,4,0.0393484284179379,10675.946040827796,70000,0.715025,0.715025
29570,Medium Risk,1,0.3198229885057471,-0.0132693596059113,5,2,2,1,0.032401828524975,9099.05161358406,290000,0.7150053,0.7150053
18897,Low Risk,0,0.0017222222222222,0.0002698412698412,6,-1,0,0,0.863871635610766,220.454076850486,180000,0.7149299,0.7149299
11744,High Risk,0,0.1200166666666666,0.0071857142857142,2,3,3,4,0.1153919511910833,1281.6720979512145,70000,0.71492285,0.71492285
10978,Medium Risk,1,0.3130574074074074,0.0235304761904761,5,2,3,1,2.3354241584202087,22363.57004967379,90000,0.71489775,0.71489775
15821,Medium Risk,0,0.8627888888888888,0.0264361904761904,5,2,2,1,0.0554083317668649,1533.073470733437,30000,0.71485883,0.71485883
18330,Medium Risk,1,0.6562761904761905,-0.1349624489795917,6,0,0,0,0.0382725525849578,19817.76552153816,70000,0.7148259,0.7148259
28315,Medium Risk,1,0.0668475,-0.026305,5,2,4,1,0.2812555143187279,11778.480322180783,200000,0.71478105,0.71478105
25183,Medium Risk,1,0.6278833333333332,-0.2126314285714285,5,2,3,1,0.0959555326256828,4601.33756278179,10000,0.7147695,0.7147695
26533,Medium Risk,0,0.6153547619047619,-0.0999244897959183,6,0,0,0,0.0396642486641,14847.735900354191,70000,0.71463513,0.71463513
24569,Medium Risk,0,0.002095238095238,8.979591836734706e-05,5,2,3,1,1.0,170.41126723312635,210000,0.71457994,0.71457994
15403,Medium Risk,0,0.8787933333333333,-0.0733851428571428,6,0,0,0,0.0338881052836121,18182.299300876846,100000,0.7145443,0.7145443
22332,Low Risk,0,0.0188935897435897,0.0002509157509157,6,0,0,0,0.4529634354093739,1645.384787823201,390000,0.7145014,0.7145014
994,Low Risk,1,0.2457787037037037,-0.1558347619047619,6,0,2,0,0.0126129488663285,113969.28794314136,360000,0.71445894,0.71445894
15748,Medium Risk,0,0.9360833333333332,-0.0188942857142856,4,2,2,2,0.0233738369277415,4872.15121549677,100000,0.7144289,0.7144289
8813,Low Risk,1,0.0230928571428571,0.0001873469387755,6,-1,0,0,1.2115067491759806,572.3753139330871,70000,0.71439093,0.71439093
28126,Medium Risk,0,0.894375,0.0241528571428571,4,2,2,2,0.0438545312663967,978.9064817437876,20000,0.71437806,0.71437806
26515,Medium Risk,0,0.8384083333333333,-0.0097471428571428,6,0,0,0,0.0753233113537405,1084.0021063940176,20000,0.71434253,0.71434253
24169,High Risk,0,0.2605111111111111,-0.0425371428571428,2,2,2,4,0.0816650641398874,2554.3470137525687,30000,0.7143348,0.7143348
2716,Medium Risk,0,0.4764333333333333,-0.0716262857142857,4,2,2,2,0.0321402514064171,8018.565474364269,50000,0.7143259,0.7143259
6171,Medium Risk,0,0.9028666666666668,0.0068057142857142,6,0,0,0,0.0871838503254383,1504.3290420206167,20000,0.71426463,0.71426463
26777,Medium Risk,0,0.7559983333333333,-0.1113237142857141,5,2,2,1,0.3436926769667456,26380.81845899908,100000,0.71421415,0.71421415
12819,Medium Risk,0,0.5763214285714285,-0.1163930612244897,4,2,2,2,0.0391190067316911,17197.279700580555,70000,0.71420425,0.71420425
4638,Medium Risk,0,0.6347999999999999,0.0256485714285714,6,0,0,0,0.0936071495400469,1209.0153018055644,20000,0.71419775,0.71419775
20829,Medium Risk,1,0.7707333333333333,-0.1134057142857142,6,0,0,0,0.0478551088069927,4741.704447418319,20000,0.71415687,0.71415687
15889,High Risk,0,0.8699645833333333,0.0246303571428571,2,3,3,4,0.0526056779161304,3892.8262954653737,80000,0.7140661,0.7140661
17896,Medium Risk,0,0.3911166666666667,0.08232,4,2,2,2,0.2932132174974989,3180.442526861108,20000,0.7140626,0.7140626
16399,Low Risk,0,0.0042738095238095,-0.0002261224489795,6,-1,0,0,0.2764236755184903,979.95074706164,140000,0.71404284,0.71404284
21719,Medium Risk,0,0.5059388888888888,-0.1236733333333333,5,2,2,1,0.0318583382326587,30678.16315014096,120000,0.7139898,0.7139898
5041,Low Risk,1,0.0057615384615384,-0.0006597802197802,6,0,1,0,1.954534301465024,649.736869817313,130000,0.71396065,0.71396065
12241,Medium Risk,0,0.8152401041666667,-0.0200204464285713,5,2,2,1,0.0361769813119476,13738.272008031676,320000,0.7137978,0.7137978
2946,Medium Risk,0,0.8645519230769233,-0.0912475824175823,6,0,0,0,0.0305565216142149,47918.72265722449,260000,0.7137404,0.7137404
2755,Low Risk,0,0.2715333333333333,0.0392285714285714,6,0,0,0,0.1910557607851628,1477.905364584169,20000,0.7137353,0.7137353
6139,Medium Risk,1,0.9598366666666668,0.0210782857142856,5,2,2,1,0.0396195222037003,2007.8368874653804,50000,0.713734,0.713734
18139,Medium Risk,1,0.7913666666666668,-0.1136375939849624,6,0,0,0,0.0433714918305951,44696.4171256116,190000,0.7136977,0.7136977
19409,Medium Risk,1,0.7781238095238096,-0.0039110204081632,4,2,2,2,0.0348679918929731,2328.0782632892738,210000,0.71368843,0.71368843
5997,Medium Risk,0,0.7889366666666667,-0.1086714285714285,6,0,0,0,0.0573834719867641,11359.815710066192,50000,0.71360797,0.71360797
15303,Low Risk,1,0.0024435185185185,-0.0020944444444444,6,-2,0,0,0.0,1077.3672385341345,180000,0.71360254,0.71360254
11032,Medium Risk,1,0.6125166666666667,-0.1986371428571428,6,0,2,0,0.0373744931911865,9523.08331721752,20000,0.71357,0.71357
3279,High Risk,0,0.95325,0.0032085714285714,3,3,3,3,0.0565779194417491,1329.7914122147126,20000,0.71347237,0.71347237
6039,High Risk,0,0.8147012820512821,-0.0390534065934065,2,2,2,4,0.0395869033230232,11170.021726329214,130000,0.7134393,0.7134393
29881,Medium Risk,1,0.7406559523809525,-0.128264693877551,6,0,0,0,0.0288398914133447,38103.34210232309,140000,0.7133703,0.7133703
17748,High Risk,0,0.873788888888889,0.036967619047619,0,4,2,6,0.064502327494398,2465.900781999687,30000,0.71336746,0.71336746
6659,Medium Risk,1,0.2905222222222222,-0.0108812698412698,4,2,2,2,0.0496653607312252,1993.2215130285947,90000,0.7133569,0.7133569
21948,Medium Risk,1,0.0125011111111111,-0.0022565714285714,4,2,3,1,10.832207207207206,3590.4977045900846,150000,0.7133455,0.7133455
19383,Low Risk,0,0.0069555555555555,0.0008942857142857,6,0,1,0,0.25,511.1268596607565,120000,0.71332884,0.71332884
8389,Low Risk,1,0.0024527777777777,7.857142857142877e-05,6,0,1,0,1.0106666666666666,151.43810616882396,180000,0.71327364,0.71327364
27963,High Risk,0,1.0208666666666666,-0.0002636734693877,4,2,2,2,0.0343588689001518,1135.7495615965108,70000,0.71327025,0.71327025
3481,Low Risk,0,0.0048875,-0.0001735714285714,6,0,1,0,1.0392255892255893,509.50711476877336,200000,0.7132187,0.7132187
24627,Medium Risk,1,0.7701888888888889,-0.1097438095238094,6,0,0,0,0.037440621385291,14589.25531569952,60000,0.71319973,0.71319973
29448,Low Risk,1,0.1360133333333333,-0.0338754285714285,6,0,1,0,0.3435904639619656,3547.134261155992,50000,0.7131984,0.7131984
28897,Medium Risk,0,0.0048241666666666,-0.0003544285714285,5,2,3,1,1.0,337.6213362136147,200000,0.7131211,0.7131211
14163,Medium Risk,0,0.0626086956521739,-0.0151875776397515,3,2,2,2,0.1909871039796927,7315.567073029951,230000,0.7130293,0.7130293
29898,Medium Risk,1,0.635225,0.0146433333333332,6,0,0,0,0.0403385957412393,3305.932788185507,120000,0.712988,0.712988
26933,Low Risk,1,0.3770205128205128,-0.2396826373626373,6,0,2,0,2.2130215494157977,67346.76875297484,130000,0.71296793,0.71296793
164,Medium Risk,0,0.612628,0.0106701714285714,5,2,2,1,0.0447626467778763,6571.552297593013,250000,0.7128907,0.7128907
16825,Medium Risk,1,0.8280566666666666,-0.0957114285714285,6,0,0,0,0.0521574302979533,11168.656327717612,50000,0.71288484,0.71288484
21803,Medium Risk,0,0.01823125,0.0008160714285714,5,2,3,1,1.3538009218327038,1389.309864645033,80000,0.71284837,0.71284837
2954,Low Risk,0,0.1731666666666666,0.0027971428571428,6,-1,0,0,1.3236995428229517,1816.1078895998075,20000,0.7128445,0.7128445
15153,Medium Risk,0,0.9099444444444444,0.0035180952380952,4,2,2,2,0.0460881531588075,498.1014622209683,30000,0.7128138,0.7128138
7742,Medium Risk,1,0.5892466666666666,-0.1956731428571428,6,0,1,0,0.7577601796138226,21697.16891824062,50000,0.71274257,0.71274257
15312,Medium Risk,0,0.0042013888888888,0.0005033333333333,5,1,3,1,0.4072806021013004,1175.2699548047106,240000,0.7126664,0.7126664
10795,Medium Risk,0,0.9372916666666667,0.0238842857142856,5,2,2,1,0.0520177566087824,1183.5192295297388,20000,0.71258724,0.71258724
11257,Medium Risk,0,0.3994863636363636,0.003844935064935,5,2,2,1,0.0489701249224403,1127.1892032839917,110000,0.71257716,0.71257716
13941,Low Risk,0,0.3814527777777778,-0.0154080952380952,6,0,0,0,0.3250437498626141,2301.980487898772,60000,0.7124432,0.7124432
5124,Medium Risk,1,0.0030333333333333,-0.0005085714285714,5,1,3,1,0.0,1349.1917580536874,180000,0.7123989,0.7123989
20231,Medium Risk,0,0.6802999999999999,-0.0249857142857142,4,2,2,2,0.0561201993891654,977.1347911112366,20000,0.7123731,0.7123731
29153,Medium Risk,1,0.610401388888889,-0.0873778571428571,4,2,2,2,0.0481547482033305,24907.763323242547,120000,0.71231484,0.71231484
25085,High Risk,0,0.4718613333333333,0.0042549714285714,3,2,2,3,0.0328901133402737,4781.080742537891,500000,0.71230084,0.71230084
12961,Medium Risk,0,0.7750083333333334,-0.1643099999999999,6,0,0,0,0.2082583952280136,7951.89671504017,20000,0.7122485,0.7122485
13388,Medium Risk,1,0.8360428571428572,-0.0734463265306123,6,0,0,0,0.0352022922325247,45873.08658025968,280000,0.71209776,0.71209776
22786,Medium Risk,1,0.6892061403508772,-0.1215006015037593,6,0,1,0,0.1919299002475007,46292.21039620669,190000,0.71208936,0.71208936
28756,Low Risk,0,0.0227113333333333,0.0039652571428571,6,0,0,0,0.5833898748018173,4088.1459204224434,500000,0.71207786,0.71207786
18691,Medium Risk,0,0.0020861111111111,7.809523809523865e-05,5,1,3,1,0.0,967.7246853659706,240000,0.7120141,0.7120141
18370,High Risk,0,0.6540555555555555,-0.0019714285714285,2,2,2,4,0.0684469455629191,1066.8386319714273,30000,0.71198326,0.71198326
5877,Medium Risk,0,0.650602380952381,-0.1194472108843537,6,0,0,0,1.2934367832930296,70739.20772739824,210000,0.71191573,0.71191573
16569,Medium Risk,0,0.0023148148148148,-0.0007936507936507,4,2,4,2,0.0,1290.9944487358057,360000,0.71185154,0.71185154
23541,Medium Risk,0,0.0023148148148148,-0.0007936507936507,4,2,4,2,0.0,1290.9944487358057,360000,0.71185154,0.71185154
3328,Low Risk,1,0.0537696666666666,0.0212394857142857,6,0,2,0,1.9347856350046728,26509.062008427736,500000,0.7118483,0.7118483
28910,Low Risk,0,0.2073220430107526,-0.0383422119815668,6,0,0,0,1.4038628637781532,25511.68215870264,310000,0.71179914,0.71179914
27661,Medium Risk,0,0.2112666666666666,0.0006445714285714,5,2,3,1,0.1005425052855952,1261.7208354729928,50000,0.7117977,0.7117977
5498,Medium Risk,0,0.2756766666666666,0.0228554285714285,5,2,2,1,0.1316650460144863,2214.637615201789,50000,0.7117369,0.7117369
16815,Medium Risk,1,0.6906433333333334,-0.1578988571428572,6,0,0,0,0.0375511866717595,16738.771477222177,50000,0.71172106,0.71172106
23790,Medium Risk,0,-0.0118333333333333,-0.0193142857142857,5,1,3,1,0.0726495726495726,875.7777495841434,20000,0.7116988,0.7116988
20765,Medium Risk,1,0.8108916666666666,-0.0652242857142856,6,0,0,0,0.060379304686907,3299.888932474344,20000,0.7116922,0.7116922
9342,Medium Risk,0,0.7756238095238096,-0.1017371428571428,6,0,0,0,0.03988027180952,15648.554791630651,70000,0.71166015,0.71166015
17246,Medium Risk,0,0.0952045454545454,0.0001545454545454,5,2,2,1,0.1477074004760265,1321.3624408162962,110000,0.7115843,0.7115843
26971,Medium Risk,1,0.7643,0.0925028571428571,4,2,2,2,0.1282202657667991,3671.688603354048,20000,0.71154517,0.71154517
27091,Medium Risk,0,0.9406083333333332,0.0344585714285714,5,2,2,1,0.0697988044328197,1605.289558511693,20000,0.7114859,0.7114859
25809,High Risk,0,0.1320865079365079,0.0024194557823129,2,2,2,4,0.0427002857354857,1205.091103056805,210000,0.7114679,0.7114679
4946,Low Risk,1,0.2531083333333333,-0.0323042857142856,6,-1,0,0,1.3940295417680713,5385.867856405936,20000,0.711403,0.711403
24107,Medium Risk,0,0.2315766666666666,-0.0079777142857142,5,2,2,1,0.0849296696414143,1143.8880044246755,50000,0.711372,0.711372
2909,Medium Risk,1,0.3352866666666667,0.1277182857142857,3,2,3,2,1.831255914860308,28109.685986625085,100000,0.7113455,0.7113455
3408,Low Risk,0,0.2407333333333333,-0.0316647619047618,6,0,1,0,0.9109512250688524,3254.5215931070425,30000,0.7112784,0.7112784
25000,Medium Risk,1,0.9779277777777778,-0.0305685714285714,6,0,1,0,0.2149007588995201,2106.0381208958843,30000,0.71126914,0.71126914
6789,Medium Risk,0,0.1925166666666666,-0.0724508571428571,5,2,4,1,0.176681936679678,7839.230432042846,50000,0.7110991,0.7110991
21560,Medium Risk,0,0.87285,0.0418028571428571,6,0,0,0,0.0600219044183774,1637.2512330122097,20000,0.71101236,0.71101236
29460,Medium Risk,0,0.6545309523809524,-0.1837048979591836,4,2,2,2,0.0352206386840428,24799.13134298592,70000,0.71098095,0.71098095
2394,Medium Risk,0,0.3466916666666667,-0.1041699999999999,5,2,3,1,0.0871949143549924,5023.591321621084,20000,0.71095395,0.71095395
14081,Medium Risk,0,0.0307055555555555,-0.0135171428571428,4,2,3,2,0.8848797250859106,941.2405466546088,30000,0.7108778,0.7108778
11741,Low Risk,1,0.1533333333333333,-0.1314285714285715,6,0,2,0,0.0,7511.768544535079,20000,0.7108267,0.7108267
16391,Medium Risk,1,0.7229388888888889,-0.1081238095238095,6,0,0,0,0.0352800405152577,12777.219394949228,60000,0.710719,0.710719
5827,Medium Risk,1,0.5251,0.1223714285714285,6,0,0,0,0.3066331554876723,2294.8333272810905,10000,0.71070844,0.71070844
27586,High Risk,1,0.8517520833333333,-0.1132960714285713,2,2,2,4,0.0358346860502857,24008.59733859241,80000,0.7106836,0.7106836
14160,Low Risk,1,0.0245469696969696,-5.7142857142865895e-06,6,-1,0,0,0.9574336629190984,133.4416226919722,220000,0.71060306,0.71060306
16978,High Risk,0,0.9593833333333333,0.0140904761904761,0,3,2,6,0.0340791605131523,1267.7827495276942,30000,0.71058506,0.71058506
29859,Medium Risk,0,0.7621333333333333,0.0365219047619047,5,2,2,1,0.0853826304594165,2123.94736281293,30000,0.7105788,0.7105788
21487,Medium Risk,0,0.5625592592592593,0.0185841269841269,5,2,2,1,0.0532406866660449,3310.3439499040983,90000,0.7103316,0.7103316
15240,Medium Risk,0,0.9505153846153844,-0.0328325274725273,5,2,2,1,0.0413983194667999,11535.814700314842,130000,0.7103071,0.7103071
23937,Medium Risk,0,0.4532233333333332,-0.0861971428571428,5,2,2,1,0.0804844648775058,9052.822751311696,50000,0.7102558,0.7102558
27145,Medium Risk,0,0.8887520833333333,-0.0467464285714286,6,0,0,0,0.0369697195270534,17978.49646290442,160000,0.7102339,0.7102339
4594,Medium Risk,0,0.0304895833333333,-0.0073296428571428,4,2,3,2,1.3843986383746276,1730.3728403632167,80000,0.71023107,0.71023107
20369,Low Risk,1,0.03052,-0.02616,6,0,2,0,0.0,3737.92134748713,50000,0.7101744,0.7101744
2696,Medium Risk,0,0.0018518518518518,-0.0006349206349206,5,1,3,1,0.1666666666666666,1290.9944487358057,450000,0.7101151,0.7101151
19079,Low Risk,0,0.10531,0.0117914285714285,6,0,0,0,0.2087642918890352,1104.1182454791697,50000,0.7101069,0.7101069
1303,Medium Risk,0,0.7667999999999999,-0.1265245714285714,5,2,2,1,0.051497296885947,13383.874192475065,50000,0.71009845,0.71009845
18935,High Risk,0,0.5991805555555556,0.0242909523809523,3,2,2,3,0.0777509316604756,2859.8963908971714,60000,0.710079,0.710079
22861,Medium Risk,1,0.0151333333333333,0.0028416326530612,4,2,3,2,0.0261877394636015,3274.9695978232635,140000,0.7100366,0.7100366
27231,High Risk,1,0.4589466666666666,0.0077514285714285,3,2,2,3,0.0398253975787471,3656.336399548962,200000,0.70990485,0.70990485
5845,Medium Risk,0,0.6256564814814815,0.0117099999999999,5,2,2,1,0.1188445894772425,8337.05171908311,180000,0.7098995,0.7098995
28155,Medium Risk,0,0.83731,-0.0877891428571428,5,2,2,1,0.0408006171099714,20808.11332149073,100000,0.7098765,0.7098765
18131,Medium Risk,0,0.6979129629629629,-0.0947374603174603,5,2,2,1,0.0214987712375906,18063.558081581457,90000,0.70978475,0.70978475
277,Medium Risk,1,0.0101590579710144,0.0066024223602484,5,2,3,1,2.658869395711501,8845.008997545829,460000,0.7097627,0.7097627
8162,Medium Risk,1,0.0083619047619047,-0.0019510204081632,5,2,3,1,0.8664002070278728,722.6569495041659,140000,0.7097527,0.7097527
14220,Low Risk,1,0.0736782051282051,0.0038824175824175,6,0,0,0,0.0732099742991005,1016.7950465392064,130000,0.70974326,0.70974326
8918,Medium Risk,1,0.9352333333333336,0.0176914285714285,6,0,0,0,0.0498773943506503,1177.8203598172347,30000,0.709719,0.709719
17073,Medium Risk,0,0.7985966666666666,0.0041559999999999,6,0,0,0,0.100980073997096,1931.953872810287,50000,0.7097021,0.7097021
27850,Medium Risk,0,0.7147399999999999,-0.1355062857142857,5,2,2,1,0.0329907455099742,13849.651302469676,50000,0.7096343,0.7096343
5904,High Risk,0,0.3849633333333333,-0.0582942857142857,3,2,2,3,0.0587380429809935,5792.377350161733,50000,0.70955926,0.70955926
15853,Medium Risk,0,0.4027547619047619,0.0124167346938775,4,2,2,2,0.0608306293593307,1748.783739250416,70000,0.70955116,0.70955116
6429,Medium Risk,1,0.8718576923076923,-0.074583956043956,4,2,2,2,0.049197284760562,20828.861819600224,130000,0.7095314,0.7095314
6030,Low Risk,1,0.0378268518518518,0.0155306349206349,6,0,1,0,11.747837921622493,11464.67941839922,180000,0.7095191,0.7095191
5149,Medium Risk,1,0.021560606060606,-0.0107002597402597,4,2,4,2,0.0899928005759539,2618.042067398205,110000,0.70945895,0.70945895
4578,Low Risk,0,0.0014090909090909,0.0001231168831168,6,-1,0,0,0.9594198790627364,159.57443404254957,220000,0.70940834,0.70940834
12372,High Risk,1,0.5732666666666666,-0.0299257142857142,1,2,2,5,0.0433227978229451,2654.31118497185,40000,0.7093829,0.7093829
13884,Medium Risk,1,0.0136804054054054,0.005373861003861,5,2,3,1,3.852827914872176,9273.76348091755,740000,0.70934093,0.70934093
4648,Low Risk,0,0.0420119047619047,0.0001404081632653,6,-1,0,0,0.8624361050629726,684.9755226770272,140000,0.70933026,0.70933026
14299,High Risk,0,0.9946666666666668,0.0476038095238095,3,2,2,3,0.0675671124689473,2787.919367557104,30000,0.7093068,0.7093068
15509,Low Risk,0,0.0210166666666666,0.0007205714285714,6,-1,0,0,0.6892677768966428,514.8010942749312,50000,0.7092002,0.7092002
6223,Medium Risk,0,0.4718566666666667,-0.0642131428571428,6,0,0,0,0.1564206611029805,7268.016412107685,50000,0.70910186,0.70910186
16091,Medium Risk,0,0.0052625,0.0002121428571428,5,2,3,1,1.1185313306135751,298.0979704727961,160000,0.7090908,0.7090908
