customer_id,risk_tier
6201,Medium Risk
6202,Low Risk
6203,Low Risk
6204,Low Risk
6205,Low Risk
6206,Low Risk
6207,Low Risk
6208,Low Risk
6209,Medium Risk
6210,Medium Risk
6211,High Risk
6212,Medium Risk
6213,Medium Risk
6214,Low Risk
6215,Low Risk
6216,High Risk
6217,Medium Risk
6218,High Risk
6219,Medium Risk
6220,Low Risk
6221,Medium Risk
6222,Medium Risk
6223,Medium Risk
6224,Medium Risk
6225,Medium Risk
6226,Medium Risk
6227,Low Risk
6228,Medium Risk
6229,Medium Risk
6230,Low Risk
6231,Low Risk
6232,Low Risk
6233,High Risk
6234,Medium Risk
6235,Medium Risk
6236,Medium Risk
6237,Low Risk
6238,Low Risk
6239,Medium Risk
6240,Low Risk
6241,Medium Risk
6242,Medium Risk
6243,Low Risk
6244,Medium Risk
6245,Low Risk
6246,Medium Risk
6247,Low Risk
6248,Medium Risk
6249,Low Risk
6250,High Risk
6251,Medium Risk
6252,Low Risk
6253,Low Risk
6254,Low Risk
6255,Medium Risk
6256,High Risk
6257,Low Risk
6258,Medium Risk
6259,Low Risk
6260,Medium Risk
6261,Medium Risk
6262,Medium Risk
6263,Low Risk
6264,Low Risk
6265,Medium Risk
6266,Medium Risk
6267,Medium Risk
6268,Low Risk
6269,Medium Risk
6270,Medium Risk
6271,Medium Risk
6272,High Risk
6273,Medium Risk
6274,Medium Risk
6275,Low Risk
6276,Low Risk
6277,Medium Risk
6278,Medium Risk
6279,High Risk
6280,Medium Risk
6281,Low Risk
6282,High Risk
6283,Medium Risk
6284,Low Risk
6285,Low Risk
6286,High Risk
6287,Medium Risk
6288,Low Risk
6289,Low Risk
6290,Medium Risk
6291,Medium Risk
6292,Low Risk
6293,Low Risk
6294,Medium Risk
6295,Low Risk
6296,Low Risk
6297,Medium Risk
6298,Low Risk
6299,Low Risk
6300,Medium Risk
6301,High Risk
6302,Low Risk
6303,Low Risk
6304,Low Risk
6305,Low Risk
6306,High Risk
6307,Low Risk
6308,Low Risk
6309,Low Risk
6310,Low Risk
6311,Low Risk
6312,Medium Risk
6313,Medium Risk
6314,Medium Risk
6315,Medium Risk
6316,Medium Risk
6317,Low Risk
6318,Medium Risk
6319,Medium Risk
6320,Low Risk
6321,High Risk
6322,Low Risk
6323,Low Risk
6324,Medium Risk
6325,Low Risk
6326,Low Risk
6327,Low Risk
6328,High Risk
6329,Low Risk
6330,Low Risk
6331,Medium Risk
6332,Medium Risk
6333,Medium Risk
6334,Medium Risk
6335,High Risk
6336,Low Risk
6337,Low Risk
6338,Medium Risk
6339,Low Risk
6340,Low Risk
6341,Medium Risk
6342,Medium Risk
6343,Low Risk
6344,High Risk
6345,High Risk
6346,Medium Risk
6347,Low Risk
6348,High Risk
6349,High Risk
6350,Medium Risk
6351,Low Risk
6352,Medium Risk
6353,High Risk
6354,Medium Risk
6355,Low Risk
6356,Medium Risk
6357,Low Risk
6358,Medium Risk
6359,Medium Risk
6360,Low Risk
6361,Medium Risk
6362,Medium Risk
6363,Medium Risk
6364,Medium Risk
6365,High Risk
6366,High Risk
6367,Medium Risk
6368,Medium Risk
6369,High Risk
6370,Low Risk
6371,High Risk
6372,Low Risk
6373,Medium Risk
6374,High Risk
6375,Medium Risk
6376,Medium Risk
6377,Low Risk
6378,Medium Risk
6379,High Risk
6380,High Risk
6381,Medium Risk
6382,Medium Risk
6383,Medium Risk
6384,Medium Risk
6385,High Risk
6386,Medium Risk
6387,Medium Risk
6388,Medium Risk
6389,Medium Risk
6390,Medium Risk
6391,Low Risk
6392,Medium Risk
6393,Low Risk
6394,Low Risk
6395,Low Risk
6396,Medium Risk
6397,Medium Risk
6398,Low Risk
6399,Low Risk
6400,Medium Risk
6401,Medium Risk
6402,Medium Risk
6403,Low Risk
6404,Medium Risk
6405,Low Risk
6406,Medium Risk
6407,Low Risk
6408,High Risk
6409,Low Risk
6410,Medium Risk
6411,Low Risk
6412,Medium Risk
6413,Medium Risk
6414,Medium Risk
6415,Medium Risk
6416,Medium Risk
6417,Medium Risk
6418,Low Risk
6419,Medium Risk
6420,Medium Risk
6421,Medium Risk
6422,Medium Risk
6423,Low Risk
6424,Low Risk
6425,Low Risk
6426,Low Risk
6427,High Risk
6428,Low Risk
6429,Medium Risk
6430,Medium Risk
6431,Low Risk
6432,Medium Risk
6433,Low Risk
6434,Low Risk
6435,High Risk
6436,High Risk
6437,Medium Risk
6438,Low Risk
6439,Medium Risk
6440,Low Risk
6441,Medium Risk
6442,Medium Risk
6443,Low Risk
6444,Medium Risk
6445,Medium Risk
6446,Low Risk
6447,Low Risk
6448,Low Risk
6449,Medium Risk
6450,Medium Risk
6451,Medium Risk
6452,Low Risk
6453,Low Risk
6454,Medium Risk
6455,Medium Risk
6456,High Risk
6457,Medium Risk
6458,Low Risk
6459,Medium Risk
6460,Medium Risk
6461,Low Risk
6462,Low Risk
6463,Low Risk
6464,Low Risk
6465,Medium Risk
6466,Medium Risk
6467,Medium Risk
6468,Medium Risk
6469,Medium Risk
6470,Low Risk
6471,Medium Risk
6472,Low Risk
6473,Medium Risk
6474,Low Risk
6475,Medium Risk
6476,Medium Risk
6477,Medium Risk
6478,Low Risk
6479,Medium Risk
6480,Low Risk
6481,Medium Risk
6482,Medium Risk
6483,Medium Risk
6484,Low Risk
6485,Low Risk
6486,Medium Risk
6487,Medium Risk
6488,Low Risk
6489,Low Risk
6490,Medium Risk
6491,Low Risk
6492,High Risk
6493,High Risk
6494,Medium Risk
6495,Low Risk
6496,Low Risk
6497,Low Risk
6498,Medium Risk
6499,Low Risk
6500,Medium Risk
6501,Medium Risk
6502,Medium Risk
6503,Low Risk
6504,Medium Risk
6505,Low Risk
6506,Low Risk
6507,Medium Risk
6508,Low Risk
6509,Low Risk
6510,High Risk
6511,Low Risk
6512,Low Risk
6513,Medium Risk
6514,Medium Risk
6515,Medium Risk
6516,Medium Risk
6517,Low Risk
6518,Medium Risk
6519,High Risk
6520,Low Risk
6521,Medium Risk
6522,Medium Risk
6523,Low Risk
6524,Medium Risk
6525,Medium Risk
6526,Low Risk
6527,Medium Risk
6528,High Risk
6529,Medium Risk
6530,Medium Risk
6531,Medium Risk
6532,Medium Risk
6533,Low Risk
6534,Low Risk
6535,Low Risk
6536,Low Risk
6537,Medium Risk
6538,Low Risk
6539,Low Risk
6540,High Risk
6541,High Risk
6542,Low Risk
6543,Medium Risk
6544,Low Risk
6545,Low Risk
6546,Low Risk
6547,Medium Risk
6548,Low Risk
6549,Low Risk
6550,Medium Risk
6551,High Risk
6552,Low Risk
6553,Low Risk
6554,Low Risk
6555,Low Risk
6556,Medium Risk
6557,High Risk
6558,Medium Risk
6559,Low Risk
6560,Low Risk
6561,Low Risk
6562,Low Risk
6563,Medium Risk
6564,Medium Risk
6565,Medium Risk
6566,Medium Risk
6567,Medium Risk
6568,Low Risk
6569,Medium Risk
6570,High Risk
6571,Medium Risk
6572,Medium Risk
6573,Low Risk
6574,Low Risk
6575,Low Risk
6576,Medium Risk
6577,Low Risk
6578,Medium Risk
6579,Low Risk
6580,High Risk
6581,Medium Risk
6582,High Risk
6583,High Risk
6584,Medium Risk
6585,Low Risk
6586,High Risk
6587,Low Risk
6588,Medium Risk
6589,Low Risk
6590,Low Risk
6591,Low Risk
6592,Medium Risk
6593,Low Risk
6594,Medium Risk
6595,Medium Risk
6596,High Risk
6597,Medium Risk
6598,Low Risk
6599,Low Risk
6600,Low Risk
6601,High Risk
6602,Low Risk
6603,Medium Risk
6604,Low Risk
6605,Medium Risk
6606,Medium Risk
6607,Medium Risk
6608,High Risk
6609,Medium Risk
6610,Low Risk
6611,Low Risk
6612,Low Risk
6613,Low Risk
6614,Low Risk
6615,Medium Risk
6616,Low Risk
6617,Medium Risk
6618,Medium Risk
6619,Low Risk
6620,Low Risk
6621,Low Risk
6622,High Risk
6623,Low Risk
6624,Medium Risk
6625,Medium Risk
6626,Medium Risk
6627,Low Risk
6628,High Risk
6629,Low Risk
6630,High Risk
6631,Medium Risk
6632,Low Risk
6633,Medium Risk
6634,Low Risk
6635,Medium Risk
6636,Medium Risk
6637,High Risk
6638,Low Risk
6639,Medium Risk
6640,Medium Risk
6641,Medium Risk
6642,Low Risk
6643,High Risk
6644,Medium Risk
6645,Medium Risk
6646,High Risk
6647,Medium Risk
6648,High Risk
6649,Low Risk
6650,Low Risk
6651,Medium Risk
6652,High Risk
6653,Low Risk
6654,Low Risk
6655,Medium Risk
6656,Low Risk
6657,Medium Risk
6658,Medium Risk
6659,Medium Risk
6660,High Risk
6661,Low Risk
6662,Low Risk
6663,Low Risk
6664,Medium Risk
6665,Low Risk
6666,Medium Risk
6667,Medium Risk
6668,High Risk
6669,Medium Risk
6670,Low Risk
6671,Low Risk
6672,Medium Risk
6673,Low Risk
6674,High Risk
6675,Low Risk
6676,Medium Risk
6677,Medium Risk
6678,Medium Risk
6679,Medium Risk
6680,Medium Risk
6681,Medium Risk
6682,Medium Risk
6683,Medium Risk
6684,Medium Risk
6685,Low Risk
6686,Low Risk
6687,High Risk
6688,High Risk
6689,Medium Risk
6690,Low Risk
6691,High Risk
6692,Low Risk
6693,Medium Risk
6694,Medium Risk
6695,Low Risk
6696,Medium Risk
6697,Medium Risk
6698,Low Risk
6699,Low Risk
6700,Medium Risk
6701,Medium Risk
6702,Medium Risk
6703,High Risk
6704,Medium Risk
6705,Medium Risk
6706,Low Risk
6707,Medium Risk
6708,Medium Risk
6709,High Risk
6710,Medium Risk
6711,Medium Risk
6712,Low Risk
6713,Medium Risk
6714,Low Risk
6715,Medium Risk
6716,Medium Risk
6717,Medium Risk
6718,Medium Risk
6719,Medium Risk
6720,Low Risk
6721,Medium Risk
6722,Medium Risk
6723,Low Risk
6724,High Risk
6725,Medium Risk
6726,High Risk
6727,High Risk
6728,Medium Risk
6729,Medium Risk
6730,High Risk
6731,Low Risk
6732,Low Risk
6733,Low Risk
6734,Medium Risk
6735,Low Risk
6736,Low Risk
6737,Medium Risk
6738,Medium Risk
6739,Medium Risk
6740,Medium Risk
6741,Medium Risk
6742,Medium Risk
6743,Low Risk
6744,Medium Risk
6745,Medium Risk
6746,Low Risk
6747,Medium Risk
6748,Low Risk
6749,Low Risk
6750,Medium Risk
6751,High Risk
6752,Medium Risk
6753,High Risk
6754,High Risk
6755,Medium Risk
6756,Low Risk
6757,Low Risk
6758,Medium Risk
6759,Medium Risk
6760,Medium Risk
6761,Medium Risk
6762,Medium Risk
6763,Medium Risk
6764,Low Risk
6765,Low Risk
6766,Low Risk
6767,Medium Risk
6768,Low Risk
6769,Low Risk
6770,Medium Risk
6771,Low Risk
6772,Medium Risk
6773,Low Risk
6774,Medium Risk
6775,Low Risk
6776,Low Risk
6777,Medium Risk
6778,Medium Risk
6779,Low Risk
6780,Medium Risk
6781,Medium Risk
6782,Low Risk
6783,High Risk
6784,High Risk
6785,High Risk
6786,Low Risk
6787,Medium Risk
6788,Low Risk
6789,Medium Risk
6790,Low Risk
6791,Low Risk
6792,Medium Risk
6793,High Risk
6794,Medium Risk
6795,Low Risk
6796,Low Risk
6797,Medium Risk
6798,Low Risk
6799,Medium Risk
6800,Medium Risk
6801,High Risk
6802,Low Risk
6803,Medium Risk
6804,Low Risk
6805,Low Risk
6806,Low Risk
6807,Medium Risk
6808,Medium Risk
6809,Medium Risk
6810,Low Risk
6811,Medium Risk
6812,Low Risk
6813,Low Risk
6814,Medium Risk
6815,Medium Risk
6816,Low Risk
6817,Medium Risk
6818,Low Risk
6819,Low Risk
6820,Medium Risk
6821,Medium Risk
6822,Low Risk
6823,Medium Risk
6824,High Risk
6825,Medium Risk
6826,Low Risk
6827,Medium Risk
6828,High Risk
6829,High Risk
6830,Medium Risk
6831,Medium Risk
6832,Low Risk
6833,Medium Risk
6834,Medium Risk
6835,Low Risk
6836,High Risk
6837,Medium Risk
6838,High Risk
6839,High Risk
6840,Low Risk
6841,Medium Risk
6842,Low Risk
6843,High Risk
6844,Medium Risk
6845,Medium Risk
6846,Medium Risk
6847,Medium Risk
6848,Low Risk
6849,Low Risk
6850,Medium Risk
6851,Medium Risk
6852,Low Risk
6853,Medium Risk
6854,Low Risk
6855,High Risk
6856,Medium Risk
6857,Low Risk
6858,Low Risk
6859,Medium Risk
6860,Low Risk
6861,Low Risk
6862,High Risk
6863,Medium Risk
6864,Medium Risk
6865,Medium Risk
6866,Low Risk
6867,Low Risk
6868,Medium Risk
6869,Low Risk
6870,Medium Risk
6871,Medium Risk
6872,Low Risk
6873,Low Risk
6874,Medium Risk
6875,Low Risk
6876,Medium Risk
6877,Low Risk
6878,Low Risk
6879,Medium Risk
6880,Low Risk
6881,Medium Risk
6882,Medium Risk
6883,Medium Risk
6884,Low Risk
6885,High Risk
6886,Low Risk
6887,Medium Risk
6888,Medium Risk
6889,Medium Risk
6890,Low Risk
6891,Medium Risk
6892,Medium Risk
6893,Low Risk
6894,High Risk
6895,High Risk
6896,Medium Risk
6897,High Risk
6898,High Risk
6899,High Risk
6900,Low Risk
6901,Low Risk
6902,Low Risk
6903,Low Risk
6904,Medium Risk
6905,Low Risk
6906,High Risk
6907,Low Risk
6908,Low Risk
6909,Medium Risk
6910,High Risk
6911,High Risk
6912,Medium Risk
6913,Medium Risk
6914,Medium Risk
6915,High Risk
6916,Low Risk
6917,High Risk
6918,High Risk
6919,Medium Risk
6920,Low Risk
6921,Low Risk
6922,Low Risk
6923,Medium Risk
6924,Low Risk
6925,Medium Risk
6926,Medium Risk
6927,High Risk
6928,Low Risk
6929,Medium Risk
6930,Medium Risk
6931,Medium Risk
6932,Medium Risk
6933,Low Risk
6934,Medium Risk
6935,Low Risk
6936,Low Risk
6937,Low Risk
6938,High Risk
6939,Medium Risk
6940,Low Risk
6941,Low Risk
6942,Low Risk
6943,Medium Risk
6944,Low Risk
6945,Low Risk
6946,Medium Risk
6947,Medium Risk
6948,Low Risk
6949,Low Risk
6950,Low Risk
6951,High Risk
6952,High Risk
6953,Medium Risk
6954,Medium Risk
6955,Low Risk
6956,Low Risk
6957,Medium Risk
6958,Medium Risk
6959,Low Risk
6960,Low Risk
6961,Medium Risk
6962,Medium Risk
6963,Low Risk
6964,Medium Risk
6965,Low Risk
6966,Medium Risk
6967,Low Risk
6968,Low Risk
6969,Medium Risk
6970,Medium Risk
6971,Low Risk
6972,Low Risk
6973,Low Risk
6974,High Risk
6975,Low Risk
6976,High Risk
6977,Medium Risk
6978,Low Risk
6979,Medium Risk
6980,Low Risk
6981,Low Risk
6982,Low Risk
6983,Low Risk
6984,Low Risk
6985,Low Risk
6986,Medium Risk
6987,Medium Risk
6988,Medium Risk
6989,Medium Risk
6990,High Risk
6991,High Risk
6992,Low Risk
6993,Low Risk
6994,Medium Risk
6995,High Risk
6996,Medium Risk
6997,Medium Risk
6998,Medium Risk
6999,Low Risk
7000,Medium Risk
7001,Medium Risk
7002,Low Risk
7003,High Risk
7004,Low Risk
7005,Medium Risk
7006,Medium Risk
7007,Medium Risk
7008,Low Risk
7009,Medium Risk
7010,Medium Risk
7011,Low Risk
7012,Low Risk
7013,Low Risk
7014,Medium Risk
7015,Low Risk
7016,Low Risk
7017,Low Risk
7018,Medium Risk
7019,Low Risk
7020,Medium Risk
7021,Low Risk
7022,Medium Risk
7023,High Risk
7024,Medium Risk
7025,Low Risk
7026,Medium Risk
7027,Medium Risk
7028,Medium Risk
7029,High Risk
7030,Medium Risk
7031,Medium Risk
7032,Low Risk
7033,Medium Risk
7034,Low Risk
7035,Medium Risk
7036,Low Risk
7037,Low Risk
7038,High Risk
7039,Medium Risk
7040,Low Risk
7041,Low Risk
7042,Medium Risk
7043,Medium Risk
7044,Medium Risk
7045,Low Risk
7046,Medium Risk
7047,High Risk
7048,Medium Risk
7049,High Risk
7050,Low Risk
7051,Medium Risk
7052,Low Risk
7053,Low Risk
7054,Medium Risk
7055,Medium Risk
7056,High Risk
7057,High Risk
7058,Low Risk
7059,Low Risk
7060,Medium Risk
7061,Medium Risk
7062,Medium Risk
7063,Medium Risk
7064,Medium Risk
7065,Medium Risk
7066,Low Risk
7067,Medium Risk
7068,High Risk
7069,High Risk
7070,Medium Risk
7071,High Risk
7072,High Risk
7073,Low Risk
7074,High Risk
7075,Low Risk
7076,Medium Risk
7077,Medium Risk
7078,Low Risk
7079,Medium Risk
7080,Low Risk
7081,Medium Risk
7082,Medium Risk
7083,High Risk
7084,Low Risk
7085,Medium Risk
7086,Medium Risk
7087,Medium Risk
7088,Medium Risk
7089,Medium Risk
7090,Low Risk
7091,Medium Risk
7092,Medium Risk
7093,Low Risk
7094,Medium Risk
7095,Low Risk
7096,Medium Risk
7097,Medium Risk
7098,Medium Risk
7099,Medium Risk
7100,Medium Risk
7101,Medium Risk
7102,Low Risk
7103,Medium Risk
7104,Low Risk
7105,Low Risk
7106,Medium Risk
7107,Low Risk
7108,Medium Risk
7109,Low Risk
7110,Medium Risk
7111,Low Risk
7112,Medium Risk
7113,Medium Risk
7114,Low Risk
7115,Low Risk
7116,High Risk
7117,Medium Risk
7118,Medium Risk
7119,High Risk
7120,Low Risk
7121,Low Risk
7122,Medium Risk
7123,Medium Risk
7124,Medium Risk
7125,Medium Risk
7126,Medium Risk
7127,Low Risk
7128,Low Risk
7129,Low Risk
7130,Medium Risk
7131,Medium Risk
7132,Medium Risk
7133,Medium Risk
7134,Medium Risk
7135,High Risk
7136,Low Risk
7137,Medium Risk
7138,High Risk
7139,Medium Risk
7140,Medium Risk
7141,Medium Risk
7142,Low Risk
7143,Medium Risk
7144,Medium Risk
7145,High Risk
7146,High Risk
7147,Medium Risk
7148,Low Risk
7149,Medium Risk
7150,Medium Risk
7151,Low Risk
7152,Medium Risk
7153,Low Risk
7154,Medium Risk
7155,High Risk
7156,Low Risk
7157,Medium Risk
7158,Low Risk
7159,Low Risk
7160,Low Risk
7161,Low Risk
7162,Medium Risk
7163,Medium Risk
7164,Medium Risk
7165,Low Risk
7166,Low Risk
7167,Medium Risk
7168,Low Risk
7169,Medium Risk
7170,Low Risk
7171,Medium Risk
7172,Low Risk
7173,Low Risk
7174,Low Risk
7175,High Risk
7176,Low Risk
7177,Medium Risk
7178,Medium Risk
7179,Medium Risk
7180,Low Risk
7181,Low Risk
7182,Medium Risk
7183,Medium Risk
7184,Low Risk
7185,Medium Risk
7186,Low Risk
7187,Low Risk
7188,High Risk
7189,Medium Risk
7190,Medium Risk
7191,Medium Risk
7192,Medium Risk
7193,High Risk
7194,Medium Risk
7195,Low Risk
7196,Low Risk
7197,Low Risk
7198,Medium Risk
7199,Medium Risk
7200,Low Risk
7201,Medium Risk
7202,Medium Risk
7203,Medium Risk
7204,Medium Risk
7205,Low Risk
7206,High Risk
7207,Medium Risk
7208,Medium Risk
7209,Medium Risk
7210,Low Risk
7211,Low Risk
7212,Low Risk
7213,Low Risk
7214,High Risk
7215,Medium Risk
7216,High Risk
7217,High Risk
7218,Low Risk
7219,Low Risk
7220,Low Risk
7221,Medium Risk
7222,High Risk
7223,Low Risk
7224,Medium Risk
7225,Low Risk
7226,Low Risk
7227,Medium Risk
7228,Low Risk
7229,Medium Risk
7230,Medium Risk
7231,Low Risk
7232,Medium Risk
7233,Low Risk
7234,Medium Risk
7235,Low Risk
7236,Medium Risk
7237,Low Risk
7238,Low Risk
7239,Medium Risk
7240,Medium Risk
7241,Low Risk
7242,Medium Risk
7243,Medium Risk
7244,Low Risk
7245,Medium Risk
7246,Low Risk
7247,Low Risk
7248,High Risk
7249,Medium Risk
7250,Low Risk
7251,Medium Risk
7252,Medium Risk
7253,Low Risk
7254,High Risk
7255,High Risk
7256,Low Risk
7257,Medium Risk
7258,Medium Risk
7259,Low Risk
7260,Low Risk
7261,Low Risk
7262,High Risk
7263,Medium Risk
7264,Medium Risk
7265,Low Risk
7266,Low Risk
7267,Medium Risk
7268,Low Risk
7269,High Risk
7270,Low Risk
7271,High Risk
7272,Low Risk
7273,Medium Risk
7274,Low Risk
7275,Low Risk
7276,Medium Risk
7277,High Risk
7278,High Risk
7279,Medium Risk
7280,Low Risk
7281,Low Risk
7282,Medium Risk
7283,Low Risk
7284,High Risk
7285,High Risk
7286,Low Risk
7287,Medium Risk
7288,Low Risk
7289,Low Risk
7290,Medium Risk
7291,Medium Risk
7292,High Risk
7293,Medium Risk
7294,Low Risk
7295,Medium Risk
7296,Medium Risk
7297,Low Risk
7298,Low Risk
7299,Low Risk
7300,Low Risk
7301,Medium Risk
7302,Low Risk
7303,Low Risk
7304,Low Risk
7305,Medium Risk
7306,Medium Risk
7307,Medium Risk
7308,High Risk
7309,Low Risk
7310,Medium Risk
7311,High Risk
7312,Low Risk
7313,Low Risk
7314,Medium Risk
7315,Low Risk
7316,Low Risk
7317,Low Risk
7318,Medium Risk
7319,Medium Risk
7320,Medium Risk
7321,Low Risk
7322,Low Risk
7323,High Risk
7324,Low Risk
7325,Low Risk
7326,Low Risk
7327,Low Risk
7328,Low Risk
7329,Low Risk
7330,Medium Risk
7331,Low Risk
7332,High Risk
7333,Low Risk
7334,Medium Risk
7335,Medium Risk
7336,Low Risk
7337,Low Risk
7338,Medium Risk
7339,High Risk
7340,Medium Risk
7341,Low Risk
7342,Medium Risk
7343,Low Risk
7344,Medium Risk
7345,Medium Risk
7346,Low Risk
7347,Low Risk
7348,Low Risk
7349,High Risk
7350,Medium Risk
7351,Low Risk
7352,High Risk
7353,Medium Risk
7354,Low Risk
7355,Medium Risk
7356,Medium Risk
7357,Medium Risk
7358,Low Risk
7359,Medium Risk
7360,Medium Risk
7361,Medium Risk
7362,Medium Risk
7363,Medium Risk
7364,Low Risk
7365,Low Risk
7366,Low Risk
7367,Low Risk
7368,Medium Risk
7369,High Risk
7370,Low Risk
7371,Low Risk
7372,Medium Risk
7373,High Risk
7374,Medium Risk
7375,Medium Risk
7376,Medium Risk
7377,High Risk
7378,Medium Risk
7379,Low Risk
7380,Medium Risk
7381,Low Risk
7382,Medium Risk
7383,Low Risk
7384,Medium Risk
7385,Low Risk
7386,Medium Risk
7387,Medium Risk
7388,Medium Risk
7389,Low Risk
7390,Low Risk
7391,Medium Risk
7392,Low Risk
7393,Low Risk
7394,Medium Risk
7395,High Risk
7396,Medium Risk
7397,Medium Risk
7398,Medium Risk
7399,Low Risk
7400,High Risk
7401,Low Risk
7402,Medium Risk
7403,Low Risk
7404,Low Risk
7405,Medium Risk
7406,Medium Risk
7407,Low Risk
7408,Low Risk
7409,High Risk
7410,Low Risk
7411,Medium Risk
7412,Low Risk
7413,Medium Risk
7414,Low Risk
7415,Medium Risk
7416,Medium Risk
7417,Medium Risk
7418,Low Risk
7419,Medium Risk
7420,Medium Risk
7421,Medium Risk
7422,Low Risk
7423,High Risk
7424,High Risk
7425,Low Risk
7426,Medium Risk
7427,Medium Risk
7428,High Risk
7429,Medium Risk
7430,Low Risk
7431,Low Risk
7432,Medium Risk
7433,Low Risk
7434,Low Risk
7435,Low Risk
7436,Medium Risk
7437,High Risk
7438,Low Risk
7439,Medium Risk
7440,Medium Risk
7441,Low Risk
7442,Low Risk
7443,Medium Risk
7444,Medium Risk
7445,Medium Risk
7446,Medium Risk
7447,Medium Risk
7448,Medium Risk
7449,Low Risk
7450,Medium Risk
7451,Medium Risk
7452,Medium Risk
7453,Low Risk
7454,Low Risk
7455,Medium Risk
7456,Medium Risk
7457,Low Risk
7458,High Risk
7459,Medium Risk
7460,Low Risk
7461,Low Risk
7462,Medium Risk
7463,Low Risk
7464,Low Risk
7465,Low Risk
7466,Medium Risk
7467,Low Risk
7468,Low Risk
7469,High Risk
7470,Low Risk
7471,High Risk
7472,Medium Risk
7473,Medium Risk
7474,Medium Risk
7475,High Risk
7476,Medium Risk
7477,Medium Risk
7478,Low Risk
7479,Medium Risk
7480,Medium Risk
7481,High Risk
7482,Medium Risk
7483,Medium Risk
7484,Low Risk
7485,High Risk
7486,High Risk
7487,Low Risk
7488,Low Risk
7489,Medium Risk
7490,Medium Risk
7491,High Risk
7492,High Risk
7493,Low Risk
7494,Low Risk
7495,Medium Risk
7496,Low Risk
7497,Low Risk
7498,Low Risk
7499,Medium Risk
7500,High Risk
7501,Medium Risk
7502,Medium Risk
7503,Low Risk
7504,High Risk
7505,High Risk
7506,Medium Risk
7507,Low Risk
7508,Low Risk
7509,High Risk
7510,Medium Risk
7511,Low Risk
7512,Low Risk
7513,Medium Risk
7514,Low Risk
7515,Low Risk
7516,Low Risk
7517,Medium Risk
7518,Low Risk
7519,Medium Risk
7520,Low Risk
7521,Low Risk
7522,Low Risk
7523,Low Risk
7524,Low Risk
7525,Low Risk
7526,Medium Risk
7527,Low Risk
7528,High Risk
7529,Medium Risk
7530,Low Risk
7531,High Risk
7532,High Risk
7533,Medium Risk
7534,Low Risk
7535,Medium Risk
7536,High Risk
7537,Low Risk
7538,Medium Risk
7539,Medium Risk
7540,Low Risk
7541,Low Risk
7542,High Risk
7543,Medium Risk
7544,Medium Risk
7545,Medium Risk
7546,Low Risk
7547,High Risk
7548,Low Risk
7549,High Risk
7550,Low Risk
7551,Medium Risk
7552,Low Risk
7553,Low Risk
7554,Low Risk
7555,Medium Risk
7556,High Risk
7557,Low Risk
7558,Medium Risk
7559,Low Risk
7560,Low Risk
7561,High Risk
7562,Medium Risk
7563,Medium Risk
7564,Low Risk
7565,Low Risk
7566,Medium Risk
7567,Medium Risk
7568,Low Risk
7569,High Risk
7570,Medium Risk
7571,Medium Risk
7572,Medium Risk
7573,Medium Risk
7574,Medium Risk
7575,Low Risk
7576,Medium Risk
7577,Medium Risk
7578,Medium Risk
7579,Medium Risk
7580,High Risk
7581,Low Risk
7582,Medium Risk
7583,Low Risk
7584,Medium Risk
7585,High Risk
7586,Low Risk
7587,Low Risk
7588,Low Risk
7589,Low Risk
7590,Medium Risk
7591,Medium Risk
7592,High Risk
7593,Medium Risk
7594,Medium Risk
7595,Low Risk
7596,Medium Risk
7597,Low Risk
7598,Low Risk
7599,Medium Risk
7600,High Risk
7601,Medium Risk
7602,Low Risk
7603,Low Risk
7604,Medium Risk
7605,Low Risk
7606,Low Risk
7607,Medium Risk
7608,Medium Risk
7609,High Risk
7610,Low Risk
7611,High Risk
7612,Medium Risk
7613,Low Risk
7614,Medium Risk
7615,Low Risk
7616,Low Risk
7617,Medium Risk
7618,Medium Risk
7619,Medium Risk
7620,Medium Risk
7621,Medium Risk
7622,Medium Risk
7623,Medium Risk
7624,High Risk
7625,Medium Risk
7626,Medium Risk
7627,Low Risk
7628,Low Risk
7629,Medium Risk
7630,Low Risk
7631,Low Risk
7632,Low Risk
7633,High Risk
7634,Medium Risk
7635,Medium Risk
7636,Medium Risk
7637,Medium Risk
7638,Medium Risk
7639,Medium Risk
7640,Medium Risk
7641,Low Risk
7642,Low Risk
7643,High Risk
7644,Medium Risk
7645,Medium Risk
7646,Medium Risk
7647,Medium Risk
7648,Medium Risk
7649,Low Risk
7650,Low Risk
7651,Low Risk
7652,Medium Risk
7653,Medium Risk
7654,Medium Risk
7655,Medium Risk
7656,Low Risk
7657,Low Risk
7658,Medium Risk
7659,Medium Risk
7660,Medium Risk
7661,Medium Risk
7662,Medium Risk
7663,High Risk
7664,Low Risk
7665,Low Risk
7666,Medium Risk
7667,High Risk
7668,Medium Risk
7669,Low Risk
7670,Low Risk
7671,Low Risk
7672,Medium Risk
7673,Medium Risk
7674,Low Risk
7675,Low Risk
7676,Medium Risk
7677,Medium Risk
7678,Medium Risk
7679,Medium Risk
7680,High Risk
7681,Medium Risk
7682,Medium Risk
7683,Medium Risk
7684,Medium Risk
7685,Medium Risk
7686,Medium Risk
7687,Low Risk
7688,Low Risk
7689,Medium Risk
7690,Medium Risk
7691,Low Risk
7692,Medium Risk
7693,High Risk
7694,Medium Risk
7695,Low Risk
7696,Low Risk
7697,Low Risk
7698,Low Risk
7699,Medium Risk
