customer_id,risk_tier,risk_score,recommended_action,action_reason,action_priority,credit_limit_usd,expected_loss_usd,avg_utilization,on_time_months,max_delinquency,consecutive_delays,balance_volatility,default_next_month
18006,High Risk,0.9787991,Hardship outreach,Persistent delayed payments,High,2903.2258064516127,2841.6748064516128,0.3367166666666666,0,2,6,2222.8728933522043,1
29745,High Risk,0.9787988,Priority collections review,Severe delinquency history,High,967.741935483871,947.2246451612903,0.6558944444444444,0,4,6,1087.2943330426526,1
3010,High Risk,0.9787658,Hardship outreach,Persistent delayed payments,High,967.741935483871,947.1927096774194,0.8044222222222221,2,2,3,1147.6904925399822,1
3501,High Risk,0.97875834,Hardship outreach,Persistent delayed payments,High,967.741935483871,947.1854903225806,0.65365,0,2,6,1754.3115743789642,1
14797,High Risk,0.9787552,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1578.6374193548386,0.9109166666666668,0,2,6,1240.3000309065008,1
26737,High Risk,0.9787517,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2525.8108387096772,0.6953833333333334,0,2,6,2341.6188986824195,1
18336,High Risk,0.9787258,Priority collections review,Severe delinquency history,High,645.1612903225806,631.4359999999999,0.4334166666666666,3,3,2,1837.264669737778,1
22434,High Risk,0.97862,Credit line review,Utilization above approved limit,High,3225.806451612903,3156.838709677419,1.1027133333333332,4,2,1,8019.24404583541,1
27500,High Risk,0.9785292,Priority collections review,Severe delinquency history,High,645.1612903225806,631.3091612903225,0.3920666666666667,0,3,6,954.370508066268,1
9958,High Risk,0.97852534,Credit line review,Utilization above approved limit,High,967.741935483871,946.9600064516129,1.0833222222222223,3,2,2,1458.9043377365997,1
26713,High Risk,0.97840893,Hardship outreach,Persistent delayed payments,High,967.741935483871,946.8473516129031,0.5165000000000001,0,2,6,1331.4040708965854,0
19588,High Risk,0.9784067,Hardship outreach,Persistent delayed payments,High,1290.3225806451612,1262.460258064516,0.3963833333333333,0,2,6,820.4376068091142,1
14175,High Risk,0.978395,Hardship outreach,Persistent delayed payments,High,8064.516129032258,7890.282258064516,0.1361726666666667,2,2,3,3231.183400345246,1
29026,High Risk,0.9783919,Priority collections review,Severe delinquency history,High,2903.2258064516127,2840.4926129032256,0.963725925925926,2,3,3,2317.330677021876,1
2773,High Risk,0.9783237,Priority collections review,Severe delinquency history,High,1612.9032258064515,1577.9414516129032,0.88997,0,3,6,1341.9911698666276,1
2103,High Risk,0.97829115,Priority collections review,Severe delinquency history,High,322.5806451612903,315.57779032258065,0.4205333333333332,0,4,6,226.55124512274628,1
858,High Risk,0.97828627,Hardship outreach,Persistent delayed payments,High,3225.806451612903,3155.762161290322,0.52379,0,2,6,1290.2745444284328,1
26943,High Risk,0.9782607,Hardship outreach,Persistent delayed payments,High,322.5806451612903,315.5679677419355,0.5299166666666667,0,2,6,1357.4223243584388,1
6917,High Risk,0.97824824,Hardship outreach,Persistent delayed payments,High,322.5806451612903,315.56394838709673,0.9098666666666668,2,2,3,1194.787121903591,1
1870,High Risk,0.9782161,Hardship outreach,Persistent delayed payments,High,1290.3225806451612,1262.214322580645,0.8871833333333333,0,2,6,1664.979959839357,1
1207,High Risk,0.9782056,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2208.8513548387095,0.3294452380952381,0,2,6,2022.7682434393384,1
3840,High Risk,0.9781877,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1577.7220967741935,0.5840333333333333,2,2,3,986.5644766900268,1
15152,High Risk,0.97806054,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2524.0272,0.8372625,2,2,3,13231.003469125084,1
19345,High Risk,0.9779458,Hardship outreach,Persistent delayed payments,High,645.1612903225806,630.9327741935483,0.7719583333333332,0,2,6,979.6153156554192,1
6120,High Risk,0.97794116,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1577.324451612903,0.4630766666666666,2,2,3,1580.1918132513745,1
16593,High Risk,0.9779273,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2208.222935483871,0.5131595238095238,0,2,6,1462.330799329162,1
10871,High Risk,0.97771215,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2523.128129032258,0.7560749999999999,0,2,6,1884.414073392576,1
2145,High Risk,0.97765577,Priority collections review,Severe delinquency history,High,645.1612903225806,630.7456580645161,0.2918416666666666,2,3,2,898.5771901548952,1
24997,High Risk,0.9774179,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2522.3687741935482,0.91051875,2,2,3,2866.574593482612,1
2471,High Risk,0.9773351,Hardship outreach,Persistent delayed payments,High,4516.129032258064,4413.771419354839,0.7043928571428572,0,2,6,5444.917409841953,1
26780,High Risk,0.9773104,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1576.3070967741935,0.2799233333333333,2,2,3,1371.9695939293504,0
19146,High Risk,0.9771527,Hardship outreach,Persistent delayed payments,High,3225.806451612903,3152.1054838709674,0.6565766666666666,0,2,6,2388.531906143744,1
4770,High Risk,0.9770966,Priority collections review,Severe delinquency history,High,3225.806451612903,3151.924516129032,0.6828166666666666,3,3,2,19697.609760239106,1
28082,High Risk,0.97706974,Priority collections review,Severe delinquency history,High,322.5806451612903,315.1837870967742,0.8323999999999999,0,5,6,305.9490153604028,1
28645,High Risk,0.9770158,Hardship outreach,Persistent delayed payments,High,3225.806451612903,3151.663870967742,1.0658833333333333,0,2,6,1198.9384749296632,1
18074,High Risk,0.97701573,Hardship outreach,Persistent delayed payments,High,3548.3870967741937,3466.830009677419,0.7602257575757575,0,2,6,3347.7606495486903,1
10862,High Risk,0.97689146,Priority collections review,Severe delinquency history,High,3548.3870967741937,3466.3890516129036,0.0043181818181818,0,4,6,199.37402037376887,1
17130,High Risk,0.9768688,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2520.951741935484,0.31419375,0,2,6,2268.3524197090715,1
20441,High Risk,0.97673506,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1575.3791290322579,0.67209,0,2,6,1361.100694291205,1
18063,High Risk,0.9766892,Priority collections review,Severe delinquency history,High,1612.9032258064515,1575.3051612903225,0.3851599999999999,0,3,6,3394.492421555836,1
12588,High Risk,0.97667557,Hardship outreach,Persistent delayed payments,High,322.5806451612903,315.056635483871,0.9074333333333334,2,2,3,1283.642733266023,1
29313,High Risk,0.9764931,Hardship outreach,Persistent delayed payments,High,3548.3870967741937,3464.9755161290323,0.7959318181818181,0,2,6,2448.8059743474982,1
3144,High Risk,0.9764642,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2204.9191612903223,0.7502357142857142,0,2,6,2390.5472804360093,1
20399,High Risk,0.9764281,Priority collections review,Severe delinquency history,High,645.1612903225806,629.9536129032258,0.6168416666666666,2,3,3,1188.161843633546,1
1436,High Risk,0.97634,Hardship outreach,Persistent delayed payments,High,3225.806451612903,3149.4838709677415,0.35015,0,2,6,1514.483542333821,1
8742,High Risk,0.97628754,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2519.451716129032,0.36176875,0,2,6,1228.1650947653577,1
12832,High Risk,0.9762393,Hardship outreach,Persistent delayed payments,High,645.1612903225806,629.8318064516129,0.3325333333333333,2,2,3,1491.3980912776665,1
16223,High Risk,0.9762106,Priority collections review,Severe delinquency history,High,2580.6451612903224,2519.2531612903226,0.89240625,0,3,6,3483.973349496233,1
13786,High Risk,0.9760828,Hardship outreach,Persistent delayed payments,High,7741.935483870968,7556.770064516129,0.1427708333333333,0,2,6,1242.6935261761043,1
11777,High Risk,0.9760502,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2203.984322580645,0.84495,2,2,3,4147.322208365296,0
5727,High Risk,0.9759375,Hardship outreach,Persistent delayed payments,High,3870.967741935484,3777.8225806451615,0.23315,0,2,6,960.8007077432864,1
2472,High Risk,0.9758891,Priority collections review,Severe delinquency history,High,645.1612903225806,629.6058709677419,0.577125,0,3,6,665.7229904397174,1
16890,High Risk,0.97585756,Hardship outreach,Persistent delayed payments,High,4838.709677419355,4721.891419354839,0.2508833333333333,0,2,6,1675.891016743034,1
10908,High Risk,0.97581506,Hardship outreach,Persistent delayed payments,High,4838.709677419355,4721.685774193548,0.1379,0,2,6,1844.989539265738,1
13489,High Risk,0.9757639,Priority collections review,Severe delinquency history,High,2580.6451612903224,2518.1003870967743,0.7963916666666667,0,3,6,1893.4008203934704,1
1445,High Risk,0.9756564,Priority collections review,Severe delinquency history,High,1290.3225806451612,1258.9114838709677,0.753,3,3,2,1984.4760517577429,1
6122,High Risk,0.97563916,Hardship outreach,Persistent delayed payments,High,8064.516129032258,7868.057741935483,0.4232153333333333,2,2,3,17834.495153120166,1
10084,High Risk,0.9756241,Hardship outreach,Persistent delayed payments,High,967.741935483871,944.1523548387097,0.7244611111111112,2,2,3,1658.3905953262838,0
7532,High Risk,0.9756119,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2202.9946129032255,0.7382928571428571,0,2,6,2270.862897666876,1
63,High Risk,0.9755391,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1573.4501612903225,0.52558,0,2,6,1531.092028586133,1
25531,High Risk,0.97549486,Hardship outreach,Persistent delayed payments,High,4193.548387096774,4090.784896774193,0.2486205128205128,0,2,6,2136.191907733635,1
9223,High Risk,0.9754556,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1573.3154838709677,0.6121600000000001,0,2,6,1379.0144306714126,1
5172,High Risk,0.9754038,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2202.524709677419,0.4622428571428572,0,2,6,1822.032381710051,1
13585,High Risk,0.9753679,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1573.1740322580642,0.8190166666666667,2,2,3,2560.1785419510625,0
1776,High Risk,0.97531337,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2516.9377290322577,0.21605,0,2,6,1149.9351286050878,1
3271,High Risk,0.97528243,Priority collections review,Severe delinquency history,High,10322.58064516129,10067.43153548387,0.3074359375,2,3,2,6920.982928746465,1
23665,High Risk,0.97517633,Hardship outreach,Persistent delayed payments,High,967.741935483871,943.719029032258,0.4306,2,2,3,1109.6990583036466,1
3242,High Risk,0.97514194,Hardship outreach,Persistent delayed payments,High,6451.612903225806,6291.238322580644,0.4987183333333334,2,2,3,6825.552627199257,1
23066,High Risk,0.9750921,Hardship outreach,Persistent delayed payments,High,4838.709677419355,4718.187580645162,0.4784933333333334,0,2,6,2356.2692545632385,1
27651,High Risk,0.975064,Hardship outreach,Persistent delayed payments,High,645.1612903225806,629.0735483870968,0.9005333333333335,2,2,3,2291.5630182621358,0
11720,High Risk,0.9750624,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2201.753806451613,0.6627333333333333,0,2,6,1161.7983760819543,1
8728,High Risk,0.97499925,Hardship outreach,Persistent delayed payments,High,967.741935483871,943.5476612903226,0.5112666666666666,2,2,3,932.1937566836629,1
17807,High Risk,0.97489136,Hardship outreach,Persistent delayed payments,High,967.741935483871,943.4432516129032,0.7698444444444444,2,2,3,2785.4775293774437,1
22521,High Risk,0.97484416,Hardship outreach,Persistent delayed payments,High,1290.3225806451612,1257.8634322580644,0.0312041666666666,2,2,3,1744.3707652522346,1
29669,High Risk,0.97478867,Priority collections review,Severe delinquency history,High,2258.064516129032,2201.135706451613,0.8907619047619049,0,4,6,2558.229127085114,1
9614,High Risk,0.97477144,Hardship outreach,Persistent delayed payments,High,3870.967741935484,3773.3088000000002,0.840825,0,2,6,2418.460750146671,1
2853,High Risk,0.97475296,Hardship outreach,Persistent delayed payments,High,2903.2258064516127,2829.9279483870964,0.9539777777777776,0,2,6,1874.3470329690815,1
15428,High Risk,0.97475296,Priority collections review,Severe delinquency history,High,11612.90322580645,11319.711793548386,0.005787037037037,0,3,6,1020.6207261596576,1
12407,High Risk,0.97469497,Hardship outreach,Persistent delayed payments,High,5161.290322580645,5030.683716129032,0.8577802083333333,0,2,6,6430.294376361526,1
28109,High Risk,0.9746164,Hardship outreach,Persistent delayed payments,High,3870.967741935484,3772.7086451612904,0.0066083333333333,0,2,6,202.59812437433868,1
9024,High Risk,0.97459066,Credit line review,Utilization above approved limit,High,967.741935483871,943.1522516129032,1.1460833333333331,3,2,2,11772.5427457283,1
16839,High Risk,0.97458106,Hardship outreach,Persistent delayed payments,High,967.741935483871,943.1429612903225,0.5792611111111111,0,2,6,1548.911026065302,1
4379,High Risk,0.97454256,Hardship outreach,Persistent delayed payments,High,5806.451612903225,5658.634219354838,0.5514638888888889,0,2,6,3261.5863471629877,1
1982,High Risk,0.9744913,Priority collections review,Severe delinquency history,High,2580.6451612903224,2514.8162580645158,0.5179958333333333,0,3,6,1893.9439977641011,1
18376,High Risk,0.97448903,Hardship outreach,Persistent delayed payments,High,1935.483870967742,1886.1078,0.4979444444444444,0,2,6,2130.545908134032,1
16506,High Risk,0.97427976,Priority collections review,Severe delinquency history,High,322.5806451612903,314.2837935483871,0.8010833333333331,0,4,6,298.783143210367,1
5675,High Risk,0.9742037,Hardship outreach,Persistent delayed payments,High,3225.806451612903,3142.592580645161,0.9585383333333332,1,2,5,1639.4198262393518,1
19092,High Risk,0.9741853,Priority collections review,Severe delinquency history,High,1612.9032258064515,1571.2666129032257,0.8585366666666667,0,3,6,2038.7807549284612,1
17389,High Risk,0.97414726,Hardship outreach,Persistent delayed payments,High,4193.548387096774,4085.133670967741,0.5996948717948718,2,2,3,4417.879295167159,1
11664,High Risk,0.97411025,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1571.1455645161288,0.5781966666666666,0,2,6,1148.5457616772032,0
15761,High Risk,0.9740735,Priority collections review,Severe delinquency history,High,645.1612903225806,628.4345161290322,0.5773666666666667,2,3,3,2821.9106057185204,1
4433,High Risk,0.97404796,Priority collections review,Severe delinquency history,High,967.741935483871,942.6270580645162,0.9261944444444444,0,3,6,563.8150110334653,0
5285,High Risk,0.97404736,Priority collections review,Severe delinquency history,High,2580.6451612903224,2513.670606451613,0.0059375,0,4,6,199.37402037376887,1
2135,High Risk,0.9740434,Hardship outreach,Persistent delayed payments,High,5161.290322580645,5027.3207741935485,0.4452843749999999,0,2,6,2421.919466043411,1
7793,High Risk,0.97395384,Hardship outreach,Persistent delayed payments,High,645.1612903225806,628.3573161290323,1.0195,0,2,6,505.3497798554977,1
17208,High Risk,0.9738337,Priority collections review,Severe delinquency history,High,1612.9032258064515,1570.6995161290322,0.6935700000000001,0,3,6,1060.8720469500552,1
355,High Risk,0.9737171,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1570.511451612903,0.3640533333333333,2,2,3,1174.7850299806628,0
13219,High Risk,0.9736787,Hardship outreach,Persistent delayed payments,High,645.1612903225806,628.1798064516129,0.2452583333333333,2,2,3,1025.3029633560348,1
1522,High Risk,0.9735545,Priority collections review,Severe delinquency history,High,1935.483870967742,1884.2990322580645,0.1709833333333333,0,5,6,461.9956709753892,0
14977,High Risk,0.973546,Hardship outreach,Persistent delayed payments,High,967.741935483871,942.1412903225806,0.9351388888888889,0,2,6,1231.315624308677,1
1559,High Risk,0.97347194,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1570.1160322580645,0.8082433333333333,0,2,6,1373.3156107270706,1
17486,High Risk,0.97342885,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1570.0465322580644,0.4990533333333333,0,2,6,1211.2675454525588,1
5164,High Risk,0.9733898,Hardship outreach,Persistent delayed payments,High,3548.3870967741937,3453.963806451613,0.846171212121212,0,2,6,4319.165633159565,1
17813,High Risk,0.97330713,Hardship outreach,Persistent delayed payments,High,322.5806451612903,313.97004193548383,0.8256333333333332,0,2,6,1232.78248960093,1
15775,High Risk,0.973257,Hardship outreach,Persistent delayed payments,High,4516.129032258064,4395.354193548387,0.3771571428571429,0,2,6,1661.5176195274005,1
2102,High Risk,0.9732098,Hardship outreach,Persistent delayed payments,High,4516.129032258064,4395.141032258064,0.4224416666666666,0,2,6,1845.1193367006556,0
14334,High Risk,0.9731513,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1569.598870967742,0.0389566666666666,2,2,3,795.782989681651,1
22898,High Risk,0.97310334,Hardship outreach,Persistent delayed payments,High,3225.806451612903,3139.043032258064,0.4266266666666667,0,2,6,1669.8657031829434,1
26174,High Risk,0.97307813,Priority collections review,Severe delinquency history,High,322.5806451612903,313.8961709677419,0.3885833333333333,2,3,3,1542.3337403644734,1
19490,High Risk,0.97299427,Hardship outreach,Persistent delayed payments,High,5806.451612903225,5649.644148387097,0.7871212962962962,0,2,6,6469.441317970715,1
14221,High Risk,0.9729846,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2197.062,0.6642238095238094,0,2,6,1492.3377187040026,1
1433,High Risk,0.9729566,Hardship outreach,Persistent delayed payments,High,7419.354838709677,7218.710258064515,0.8012579710144928,0,2,6,5621.733777640726,1
4573,High Risk,0.9728881,Priority collections review,Severe delinquency history,High,322.5806451612903,313.83487096774195,0.6549166666666667,0,3,6,801.2788320345588,1
18623,High Risk,0.9728247,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1569.0720967741934,0.86962,0,2,6,1673.2127180965365,1
2642,High Risk,0.9727726,Priority collections review,Severe delinquency history,High,1612.9032258064515,1568.9880645161288,0.9007266666666666,1,4,5,1028.2267583887644,1
17032,High Risk,0.9727673,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1568.9795161290322,0.8789033333333333,0,2,6,1908.266167668092,1
17350,High Risk,0.9727591,Priority collections review,Severe delinquency history,High,3225.806451612903,3137.932580645161,0.79298,2,3,2,3910.12296481837,1
7504,High Risk,0.97258806,Hardship outreach,Persistent delayed payments,High,967.741935483871,941.2142516129032,0.890361111111111,2,2,3,2989.296065408488,1
28324,High Risk,0.9725318,Hardship outreach,Persistent delayed payments,High,5806.451612903225,5646.9588387096765,0.6115231481481481,0,2,6,3325.737176426704,1
19084,High Risk,0.97250235,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2195.9730483870967,0.2744833333333333,2,2,3,8207.40417956047,1
27255,High Risk,0.9724318,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2509.5014193548386,0.5289583333333333,0,2,6,1445.9847394307685,0
9584,High Risk,0.97242874,Hardship outreach,Persistent delayed payments,High,645.1612903225806,627.3733806451613,0.4020916666666667,0,2,6,782.4587955072565,1
7569,High Risk,0.9724276,Hardship outreach,Persistent delayed payments,High,967.741935483871,941.0589677419355,0.7258499999999999,0,2,6,996.2703950233592,1
25630,High Risk,0.97233117,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2195.586512903226,0.2219119047619047,2,2,3,928.0403906439992,1
26013,High Risk,0.97228616,Priority collections review,Severe delinquency history,High,1612.9032258064515,1568.2034838709676,0.2462566666666666,0,3,6,403.9333690928081,1
5178,High Risk,0.97228247,Hardship outreach,Persistent delayed payments,High,6129.032258064516,5959.150622580645,0.3840412280701754,0,2,6,2401.997453509613,1
17620,High Risk,0.97220707,Hardship outreach,Persistent delayed payments,High,5806.451612903225,5645.073309677418,0.7014342592592593,0,2,6,4994.813046217712,1
17916,High Risk,0.97216415,Priority collections review,Severe delinquency history,High,1612.9032258064515,1568.006693548387,0.8076766666666666,0,3,6,1487.3503173989195,1
72,High Risk,0.9720409,Hardship outreach,Persistent delayed payments,High,10322.58064516129,10033.97058064516,0.1886208333333333,0,2,6,2120.736633027936,1
18230,High Risk,0.97203267,Priority collections review,Severe delinquency history,High,1612.9032258064515,1567.794629032258,0.7457633333333334,0,3,6,2230.8193487296694,1
16210,High Risk,0.97201204,Hardship outreach,Persistent delayed payments,High,645.1612903225806,627.1045419354838,0.9378416666666666,2,2,3,1525.2010250018411,1
22537,High Risk,0.97201014,Hardship outreach,Persistent delayed payments,High,4193.548387096774,4076.171554838709,0.8405846153846154,0,2,6,3023.347680965588,1
9103,High Risk,0.97197837,Hardship outreach,Persistent delayed payments,High,4516.129032258064,4389.5797354838705,0.5865619047619048,0,2,6,4905.833004359878,1
16464,High Risk,0.97194856,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1567.6589677419354,0.15261,2,2,3,2055.225997305406,1
16943,High Risk,0.9719121,Priority collections review,Severe delinquency history,High,967.741935483871,940.5600967741935,0.8660055555555556,2,3,3,2032.2578002474652,1
25317,High Risk,0.9718972,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1567.576129032258,0.7063,0,2,6,1144.341382630201,1
21652,High Risk,0.9718474,Hardship outreach,Persistent delayed payments,High,322.5806451612903,313.49916129032255,0.7174666666666667,0,2,6,1025.8702971948585,1
6915,High Risk,0.97183627,Priority collections review,Severe delinquency history,High,3225.806451612903,3134.955709677419,0.714995,3,3,2,5356.201107128073,1
4580,High Risk,0.9718355,Hardship outreach,Persistent delayed payments,High,6451.612903225806,6269.906451612903,0.8522783333333334,0,2,6,6121.03480358237,1
19150,High Risk,0.97177607,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2194.3330612903223,0.2895547619047618,2,2,3,1400.8356672596062,1
12395,High Risk,0.97175884,Hardship outreach,Persistent delayed payments,High,645.1612903225806,626.9411870967741,0.8483999999999999,0,2,6,867.5982941430902,1
7680,High Risk,0.9717311,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1567.3082258064514,0.5079933333333333,0,2,6,785.705203410711,1
2046,High Risk,0.9716744,Hardship outreach,Persistent delayed payments,High,3548.3870967741937,3447.876903225807,0.5530166666666667,0,2,6,2996.611580880423,1
29162,High Risk,0.97164977,Hardship outreach,Persistent delayed payments,High,322.5806451612903,313.43540967741933,0.8647833333333335,2,2,4,1280.7037778763156,1
7023,High Risk,0.9713865,Priority collections review,Severe delinquency history,High,3225.806451612903,3133.504838709677,0.62689,0,3,6,2304.079512516875,1
14379,High Risk,0.97138613,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1566.751822580645,0.9055766666666668,2,2,3,2716.2576767800706,1
25416,High Risk,0.971385,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2193.4500000000003,0.8254333333333334,0,2,6,1780.572342441235,1
14723,High Risk,0.971185,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2506.2838709677417,0.54700625,0,2,6,1612.9010819018008,1
15112,High Risk,0.9710486,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1566.2074193548387,0.4283566666666667,0,2,6,1714.6678298337165,1
1432,High Risk,0.97102106,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2192.6282,0.7604714285714286,0,2,6,1804.817663920652,1
12393,High Risk,0.9708136,Hardship outreach,Persistent delayed payments,High,967.741935483871,939.4970322580646,0.9340166666666666,0,2,6,456.97034914751305,1
23853,High Risk,0.9707145,Hardship outreach,Persistent delayed payments,High,4516.129032258064,4383.871935483871,0.5142333333333333,0,2,6,2263.5552272181626,1
25468,High Risk,0.9706778,Hardship outreach,Persistent delayed payments,High,3548.3870967741937,3444.3405806451615,0.2345136363636364,0,2,6,1255.8220813475132,1
4493,High Risk,0.9706177,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1565.5124193548386,0.6904833333333333,0,2,6,1429.645328977319,1
10629,High Risk,0.97056365,Hardship outreach,Persistent delayed payments,High,8387.096774193547,8140.211258064515,0.0019871794871794,2,2,4,973.4817238483046,1
23939,High Risk,0.9703973,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2191.2197096774194,0.4452452380952381,0,2,6,1293.68688895987,1
14315,High Risk,0.97027224,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2503.9283612903223,0.6352354166666667,0,2,6,1726.8004420507502,1
17235,High Risk,0.97017044,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2503.665651612903,0.2982604166666666,2,2,3,1571.0663151715355,1
18279,High Risk,0.9701315,Hardship outreach,Persistent delayed payments,High,5483.870967741936,5320.0759677419355,0.2752117647058824,0,2,6,1696.0410372393706,1
27600,High Risk,0.97010773,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2503.5038193548385,0.5047020833333333,2,2,3,2319.475235191501,1
27263,High Risk,0.9700716,Priority collections review,Severe delinquency history,High,1612.9032258064515,1564.6316129032257,0.7160833333333333,0,3,6,1264.1453107402908,1
23705,High Risk,0.969985,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1564.4919354838707,0.8814866666666665,0,2,6,1806.323411426278,1
2822,High Risk,0.96993893,Priority collections review,Severe delinquency history,High,967.741935483871,938.6505774193548,0.1239777777777777,3,3,2,1757.0027508990038,1
26641,High Risk,0.96989495,Hardship outreach,Persistent delayed payments,High,645.1612903225806,625.7386774193549,0.3738749999999999,0,2,6,841.3992512475869,1
17403,High Risk,0.9698756,Priority collections review,Severe delinquency history,High,1612.9032258064515,1564.3154838709675,0.1091166666666666,2,3,2,4323.352237172756,1
18278,High Risk,0.9698429,Hardship outreach,Persistent delayed payments,High,5806.451612903225,5631.345870967742,0.2112805555555555,0,2,6,1744.8016219616488,1
16099,High Risk,0.9697277,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2189.707709677419,0.3692571428571429,0,2,6,1174.3915871633278,1
26997,High Risk,0.9695402,Hardship outreach,Persistent delayed payments,High,2580.6451612903224,2502.039225806451,0.8016333333333333,0,2,6,2106.843389212085,1
11037,High Risk,0.96953,Priority collections review,Severe delinquency history,High,645.1612903225806,625.5032258064516,0.9771833333333334,2,3,2,1611.8540463288437,1
26139,High Risk,0.9694635,Hardship outreach,Persistent delayed payments,High,3225.806451612903,3127.3016129032258,0.6003616666666666,0,2,6,2845.1583728619867,1
8773,High Risk,0.9693788,Priority collections review,Severe delinquency history,High,7096.774193548387,6879.462451612903,1.0523121212121211,0,7,6,8025.951374551597,1
22832,High Risk,0.96935254,Priority collections review,Severe delinquency history,High,1612.9032258064515,1563.4718387096773,0.9983,0,3,6,1008.6815156430696,1
27236,High Risk,0.9692591,Hardship outreach,Persistent delayed payments,High,3225.806451612903,3126.6422580645158,0.2312016666666666,2,2,3,1855.603989720508,0
16401,High Risk,0.9691864,Hardship outreach,Persistent delayed payments,High,322.5806451612903,312.6407741935484,1.0533666666666668,0,2,6,524.4298491377723,1
23024,High Risk,0.9690981,Priority collections review,Severe delinquency history,High,2258.064516129032,2188.2860322580646,0.3104785714285714,0,3,6,1468.1639894780146,1
17688,High Risk,0.9690392,Hardship outreach,Persistent delayed payments,High,2258.064516129032,2188.1530322580643,0.7842285714285714,0,2,6,2546.638097570992,1
9493,High Risk,0.96902096,Priority collections review,Severe delinquency history,High,1612.9032258064515,1562.9370322580644,0.9770566666666666,1,5,5,1514.3930027131885,1
26379,High Risk,0.96901816,Hardship outreach,Persistent delayed payments,High,5806.451612903225,5626.557058064515,0.5414351851851852,0,2,6,3119.2862431438807,1
309,High Risk,0.9689069,Priority collections review,Severe delinquency history,High,967.741935483871,937.6518387096775,0.4047944444444444,0,4,6,1888.562142654212,1
5445,High Risk,0.96889997,Priority collections review,Severe delinquency history,High,4516.129032258064,4375.677283870968,1.354179761904762,2,3,4,2816.696605363571,1
21236,High Risk,0.9687872,Hardship outreach,Persistent delayed payments,High,4838.709677419355,4687.68,0.0977366666666666,3,2,3,90807.08580226546,1
7485,High Risk,0.9687715,Hardship outreach,Persistent delayed payments,High,967.741935483871,937.5208064516129,1.1329944444444446,2,2,4,1707.6843287524384,1
2563,High Risk,0.9687386,Hardship outreach,Persistent delayed payments,High,4516.129032258064,4374.948516129032,0.9817916666666666,2,2,3,2808.437602416451,1
7945,High Risk,0.9687108,Hardship outreach,Persistent delayed payments,High,1612.9032258064515,1562.4367741935482,0.1327066666666666,2,2,3,453.4598842970199,1
8324,High Risk,0.9686244,Hardship outreach,Persistent delayed payments,High,645.1612903225806,624.9189677419355,1.0254333333333332,0,2,6,188.85726532666587,1
16701,High Risk,0.9685894,Priority collections review,Severe delinquency history,High,3870.967741935484,3749.3783225806455,0.1371305555555555,3,3,2,4505.519844220717,1
